,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.0835,.07,.069,.064,.063,.0625,.062,.0615,.061,.0605,.06,.0595,.059,.0585,.058,.0575,.057,.0565,.056,.0555,.055,.055,.0545,.0545,.055,.055,.046,.046,.0455,.036,.036,.036,.036,.036,.036,.036,.036,.036,.036,.036,.036,.036,.036,.036,.036,.036,.036,.036,.036,.036,.036,.036,.036,.036,.036,.036
