,1,1,2,5,5,5,5,5,5,5,1
4,168000,52000,53000,5000,0,0,0,0,0,0,0
5,587000,190000,186000,447000,18000,0,0,0,0,0,0
5,822000,356000,337000,1550000,303000,17000,0,0,0,0,0
5,802000,400000,336000,2187000,1006000,238000,5000,0,0,0,0
5,792000,267000,360000,1999000,1450000,830000,258000,0,0,0,0
5,571000,219000,389000,1761000,1573000,1510000,938000,224000,0,0,0
5,507000,183000,230000,1606000,1654000,1412000,1514000,1015000,282000,33000,0
5,414000,245000,276000,1526000,1429000,1347000,1407000,1359000,838000,341000,6000
5,170000,96000,155000,937000,1029000,740000,1166000,1105000,768000,534000,148000
5,38000,28000,76000,313000,337000,284000,323000,417000,233000,251000,150000
1,24000,8000,27000,24000,82000,90000,50000,41000,18000,12000,70000
