,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.075,.055,.04,.03,.0277,.0253,.023,.022,.021,.02,.019,.018,.0174,.0168,.0162,.0156,.015,.0144,.0138,.0132,.0126,.012,.0116,.0112,.0108,.0104,.01,.01,.01,.01
