,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.0875,.085,.0825,.08,.0775,.0775,.0725,.07,.0675,.0625,.055,.0525,.05,.05,.0475,.0475,.045,.0425,.0425,.0425,.04,.0375,.0375,.0375,.035
