,1,1,1,1,5,5,5,5,5,5,5
5,2973006,393360,211722,123987,0,0,0,0,0,0,0
5,11217358,3431088,4378708,1832531,4273494,0,0,0,0,0,0
5,7231368,2444695,4047870,2197356,15858342,2730035,38147,0,0,0,0
5,4684992,2583008,3359095,1776976,14217476,15037025,1287792,0,0,0,0
5,5019098,2414750,3112560,2274565,16798936,21160996,13209885,8763530,105596,0,0
5,6028329,3141255,4506871,2251248,14803050,16603160,14811949,30938928,9670392,63380,0
5,6517653,2779725,3665047,1747325,14609385,20444794,14234115,28551663,28473575,7749178,169068
5,5844492,2264496,2811266,1538840,14304360,17062185,13758017,24054576,19857880,14479970,2795602
5,1673296,1065142,1482575,724545,8760060,10559055,9309669,15035267,12840295,8450924,5502096
5,585100,327400,651104,477360,3856896,6247260,3480498,8424346,7517484,4023488,3193696
