,1,1,1,1,5,5,5,5,5,1
30,5,1,0,0,0,0,0,0,0,0
5,63,35,23,8,9,0,0,0,0,0
5,159,58,33,37,87,3,0,0,0,0
5,297,146,101,72,217,55,3,0,0,0
5,203,119,97,98,416,118,28,6,1,0
5,52,43,31,37,320,347,98,29,9,8
5,18,17,19,10,99,236,226,83,33,17
5,4,7,8,4,37,33,156,190,50,23
5,0,3,0,0,5,18,31,82,119,45
1,0,0,1,0,1,4,7,10,34,0
