,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.125,.065,.0625,.06,.0575,.055,.0525,.0525,.05,.05,.05,.0475,.045,.045,.045,.0425,.04,.0375,.0375,.035
