,5,5,5,5,5,5
25,0,0,0,0,0,0
5,0,0,0,0,0,.15
5,0,0,0,0,0,.18
5,0,0,0,0,.058,.224
2,0,0,0,.19,.16,.25
3,0,0,.38,.3,.3,.34
5,0,.36,.39,.38,.38,.38
5,1,1,1,1,1,1
