,1,1,1,1
5,.4665,.1455,.0955,.06945
5,.4665,.1455,.0955,.060825
5,.4665,.1455,.0955,.0456
5,.4665,.1455,.0955,.03849
5,.4665,.1455,.0955,.032775
5,.4665,.1455,.0955,.026675
5,.4665,.1455,.0955,0
5,.4665,.1455,.0955,0
5,.4665,.1455,.0955,0
5,.4665,.1455,.0955,0
