,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.05,.04,.03,.025,.02,.0175,.015,.0125,.01,.009,.008,.007,.006,.005,.005,.005,.005,.005,.005,.005
