,4,5,5,5,5
4,89935,0,0,0,0
5,2937952,81607,0,0,0
5,1333695,540393,66742,0,0
5,1303624,193010,74927,0,0
5,855171,342336,291632,0,0
5,240586,72439,0,0,94276
5,556410,133153,0,0,0
5,338283,0,70448,0,0
