,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.18,.13,.11,.09,.0825,.075,.0675,.06,.0525,.045,.0425,.04,.0375,.035,.0325,.03,.0275,.025,.0225,.02,.0175,.0175,.015,.015,0
