,4,5,10,10
5,.34,0,0,0
5,.24,.12,0,0
5,.2,.0825,.065,0
5,.18,.0725,.06,0
5,.16,.06,.04,.03
5,.1475,.0525,.0375,.025
5,.14,.045,.035,.025
5,.14,.04,.03,.025
5,.14,.04,0,0
5,.14,.085,0,0
5,.14,.085,0,0
