,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.5
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.5,.5
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.5,.5,.5
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.5,.5,.5,.5
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.5,.5,.5,.5,.5
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.5,.5,.5,.5,.5,.5
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.07,.07,.07,.07,.07,.07,.07,.07,.07,.5,.5,.5,.5,.5,.5,.5
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.07,.07,.07,.07,.07,.07,.07,.07,.5,.5,.5,.5,.5,.5,.5,.5
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.07,.07,.07,.07,.07,.07,.07,.5,.5,.5,.5,.5,.5,.5,.5,.5
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.07,.07,.07,.07,.07,.07,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5
1,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5,.5
1,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.55,.55,.55,.55,.55,.55,.55,.55,.55,.55,.55,.55
1,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.07,.45,.45,.45,.45,.45,.45,.45,.45,.45,.45,.45,.45,.45
