,1,2,3,4
5,.3215,.1512,.1219,.0631
5,.3215,.1512,.1219,.0631
5,.3107,.1467,.111,.0611
5,.2681,.1174,.0828,.038
5,.2564,.1052,.0762,.0277
5,.2481,.1008,.0714,.0246
5,.2271,.0958,.066,.0185
5,.2237,.094,.0626,.0152
