,1,1,1,1,5,5,5,5,5,5,5
5,21374551,7134610,3083858,1436888,1001747,0,0,0,0,0,0
5,31122486,19816729,18489795,16411850,39100220,990441,0,0,0,0,0
5,16777533,10299654,10376795,11165526,75185352,24931276,909568,0,0,0,0
5,9221321,7053904,6316152,6378549,38249346,56105625,25885062,1059322,0,0,0
5,8441860,5960864,5765962,5966409,29947260,36612000,61618065,24533541,1453025,0,0
5,5897884,3657954,4025690,4830968,20300000,19547440,27730880,39319308,10330052,454448,0
5,4010238,2539310,3193155,3810270,15409144,16246832,18025227,19975195,13927424,3655912,264932
5,3569070,1680624,1686048,1675530,10521978,10048186,11794584,9052930,6451564,3522310,1592616
5,1217772,1046281,1295630,1739950,6194240,3964732,6333695,5442470,2987712,1125820,1400150
5,274161,663168,394196,249571,2899476,1789032,1776138,1833678,1071780,652020,944928
