,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.22,.18,.14,.12,.105,.09,.08,.07,.065,.06,.053,.045,.04,.035,.031,.028,.026,.024,.022,.02,.018,.016,.014,.012,.01
