,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.0997,.0946,.0873,.0795,.0743,.0702,.066,.0629,.0608,.0577,.0557,.0536,.0515,.0505,.05,.0489,.0484,.0474,.0463,.0453,.0442,.0437
