,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.065,.055,.0525,.05,.045,.0425,.04,.035,.0325,.03,.0275,.025,.0225,.015,.015,.015,.015,.015,.015,0,0,0,0,0,0
