,5,5,5,5,5,5,""
5,5874213,0,0,0,0,0," "
5,26008891,5245445,0,0,0,0," "
5,30051806,13874490,3930537,0,0,0," "
5,27648704,15186780,11876665,3200680,0,0," "
5,28872028,18354534,15731190,10161900,3754485,0," "
5,29624716,21343916,17001725,14132052,9043630,2064513," "
5,26988465,21869400,17711936,14981736,11001958,7960832," "
5,21906048,14635032,13402332,9827392,6763802,4855440," "
5,11564707,9268910,9940212,6278664,4250664,1985705," "
5,4996514,3256236,3773445,2881620,1467963,560568," "
