,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.14,.1,.08,.065,.06,.05,.045,.04,.035,.0325,.03,.028,.026,.024,.023,.022,.021,.019,.017,.015,.013,.011,.01,.01,.01,.01,.01,.01,.01,0
