,"4","5","5","5","5","5",1
4,"1,576","10","0","0","0","0",0
5,"3,599","655","5","0","0","0",0
5,"2,669","2,010","507","10","0","0",0
5,"1,790","1,578","1,433","463","11","0",0
5,"1,573","1,339","1,358","1,506","344","19",0
5,"1,371","1,186","1,179","1,345","1,105","457",28
5,"1,327","1,258","1,286","1,348","1,037","1,136",459
5,"1,018","1,129","1,225","1,289","962","813",609
1,"164","200","194","209","157","137",77
1,"144","176","196","218","144","110",74
1,"116","170","201","212","123","90",98
1,"110","134","158","144","94","67",85
1,"67","118","131","119","95","72",59
1,"56","105","112","100","93","40",53
1,"40","73","76","62","38","34",38
1,"29","56","71","48","30","23",30
1,"22","40","45","41","22","19",27
1,"9","21","29","29","14","11",15
1,"36","60","82","72","42","31",62
