,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.115,.1025,.095,.09,.0875,.085,.0825,.08,.0775,.055,.04,.04,.04,.04,.04,.04,.04,.04,.04,.04,.04
