,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.055,.0375,.03,.025,.0233,.0217,.02,.019,.018,.017,.016,.015,.014,.013,.012,.011,.01,.0092,.0084,.0076,.0068,.006,.0056,.0052,.0048,.0044,.004,.004,.004,0
