,4,10,15,15
29,0,0,0,0
1,0,0,0,0
1,0,0,0,.15
1,0,0,0,.15
1,0,0,0,.22
1,0,0,0,.22
1,0,0,0,.22
1,0,.01,.04,.22
1,0,.01,.04,.22
1,0,.01,.04,.22
1,0,.025,.13,.26
1,0,.025,.12,.21
1,0,.035,.12,.21
1,0,.055,.12,.21
1,0,.1,.22,.29
1,0,.1,.18,.22
1,0,.08,.16,.26
1,0,.195,.29,.3
1,0,.16,.32,.3
1,0,.16,.28,.26
1,0,.13,.24,.22
1,0,.13,.24,.22
1,0,1,1,1
