,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.0575,.0575,.0575,.0575,.05,.05,.05,.05,.05,.0475,.0475,.0475,.0475,.0475,.045,.045,.045,.045,.045,.04,.04,.04,.04,.04,.0375,.0375,.0375,.0375,.0375,.0425,.0425,.0425,.0425,.0425,.0425,.0425,.0425,.0425,.0425,.0425,.0425,.0425,.0425,.0425,.0425,.0425,.0425,.0425,.0425,.0425,.0425,.0425,.0425,.0425,.0425,.0425
