,1,1,1,1,1,1,1,1,1,1
5,.0346,.0346,.0346,.0346,.0346,.0346,.0261,.024,.0219,.0197
5,.0346,.0346,.0346,.0346,.0346,.0346,.0261,.024,.0219,.0197
5,.0346,.0346,.0346,.0346,.0346,.0346,.0261,.024,.0219,.0197
5,.0346,.0346,.0346,.0346,.0346,.0346,.0261,.024,.0219,.0197
5,.0346,.0346,.0346,.0346,.0346,.0346,.0261,.024,.0219,.0155
5,.0346,.0346,.0346,.0346,.0346,.0346,.0261,.024,.0219,.0112
5,.0346,.0346,.0346,.0346,.0346,.0346,.0261,.024,.0219,.0091
5,.0346,.0346,.0346,.0346,.0346,.0346,.0261,.024,.0219,.0091
5,.0346,.0346,.0346,.0346,.0346,.0346,.0261,.024,.0219,.0091
5,.0346,.0346,.0346,.0346,.0346,.0346,.0261,.024,.0219,.0091
