,1,1,1,1,5,5,5,5,5,5,5,1
4,10335.83,2098.082,156.164,0,0,0,0,0,0,0,0,0
5,39067.79,28169.32,17024.21,13256.74,11188.35,0,0,0,0,0,0,0
5,25405.38,21775.84,15655.2,15743.58,42776.75,0,0,0,0,0,0,0
5,16187.15,10063.15,7942.449,9408.228,21899.19,0,0,0,0,0,0,0
5,12641.83,7821.606,5828.976,5211.843,17263.73,1936.62,10627.98,3656.553,0,0,0,0
5,9790.106,6357.24,4839.384,4531.484,18271.66,9829.985,15604.6,24225.54,1609.986,0,0,0
5,6109.416,5665.192,4353.848,5345.696,17710.97,11667.59,18066.49,25208.09,13491.34,2621.98,0,0
5,5096.56,3292.952,2844.8,2622.004,12522.02,10341.24,18958.74,28354.79,18437.06,14162.83,3562.608,0
5,2356.236,1365.231,1653.68,1216.992,7588.296,5114.016,14751.4,30475.76,17456.63,9706,2903.501,0
5,262.752,112.948,170.748,660.93,1949.67,1078.84,5142.976,11255.99,5644.942,2533.938,672.21,0
1,94.396,0,0,158.052,116.086,232.092,308.868,1788.825,885.049,304.192,232.31,0
