4,5,5,5,5,5,1
2056,12,0,0,0,0,0
5614,1259,13,0,0,0,0
4120,3505,605,0,0,0,0
2735,2640,2041,602,14,0,0
2325,2518,2113,2388,849,59,0
2272,2284,1911,2101,2079,1314,61
2006,2145,1777,1756,1961,2650,1233
1496,1789,1763,1662,1573,2176,2670
805,1253,1189,1238,1104,1538,2164
308,572,644,648,573,785,1181
