,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.1,.09,.08,.07,.06,.05,.05,.04,.035,.035,.035,.0325,.0325,.0325,.0325,.0325,.0325,.0325,.0325,.0325,.0325,.0325
