,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.164375,.1385,.113,.099125,.091875,.081625,.073,.06025,.056375,.051125,.046125,.041675,.03665,.033875,.031375,.028875,.0275,.025,.0225,.02
