,4,5,5,5,5,5,5,5,5
4,0,0,1310,0,1349,0,3772,0,0
5,0,0,820,0,0,0,0,0,0
5,3531,2249,0,0,1134,0,0,0,0
5,4496,3355,0,0,978,0,0,0,0
5,3046,4941,3564,0,823,0,0,0,0
5,5266,4679,3778,3710,895,0,0,0,0
5,7367,5097,3498,3706,3351,3601,0,0,0
5,7407,7401,3518,3621,3376,4487,0,0,0
5,6843,8676,6965,3272,3575,3210,0,3152,0
5,4445,7875,8093,4391,3577,2847,3219,3493,1330
5,3332,4166,6440,8245,4697,3333,3138,3934,3258
5,3909,2593,3932,5934,7394,4573,3492,4405,3351
5,0,1853,13980,4831,6792,5006,3708,3684,3856
5,0,0,0,1602,3778,6344,5487,4397,3597
1,0,0,0,0,0,3576,6870,4788,3253
