,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,.07,.0675,.065,.0625,.06,.06,.0575,.055,.055,.0525,.05,.0475,.0475,.045,.045,.045,.0425,.0425,.0425,.0425,.04,.04,.0375,.0375,.035
