,4,5,10,10
5,0.288,0,0,0
5,0.14336,0.084,0,0
5,0.1405,0.0572,0.042,0
5,0.1405,0.0508,0.03,0
5,0.124,0.0468,0.0218,0.0108
5,0.12,0.04,0.0218,0.008
5,0.113,0.039,0.0218,0.008
5,0.112,0.038,0.025,0.008
5,0.12,0.044,0,0
5,0.136,0.06,0,0
5,0.136,0.06,0,0
