,1,1,1,1,5,5,5,5,5,5,5,5,5
5,0.0935,0.0935,0.0935,0.0925,0.0925,0.0695,0.0525,0.0505,0.0485,0.0465,0.0455,0.0455,0.0455
5,0.0905,0.0885,0.0875,0.0855,0.0855,0.0675,0.0525,0.0485,0.0465,0.0445,0.0445,0.0435,0.0375
5,0.0885,0.0865,0.0855,0.0835,0.0825,0.0645,0.0515,0.0485,0.0455,0.0435,0.0435,0.0375,0.0375
5,0.0855,0.0845,0.0835,0.0815,0.0755,0.0605,0.0485,0.0455,0.0425,0.0425,0.0375,0.0375,0.0375
5,0.0855,0.0845,0.0835,0.0815,0.0755,0.0595,0.0485,0.0455,0.0425,0.0375,0.0375,0.0375,0.0375
5,0.0725,0.0705,0.0675,0.0665,0.0635,0.0535,0.0455,0.0435,0.0375,0.0375,0.0375,0.0375,0.0375
