,10,1,1
30,0,0,0
5,0.256,0.256,0.256
5,0.208,0.208,0.208
2,0.172,0.172,0.172
3,0.2,0.2,0.2
2,0.25,0.25,0.25
1,0.25,0.28,0.25
2,0.25,0.28,0.25
5,0.14,0.28,0.14
5,1,1,1
