,9,10,1,4,4
20,0,0,0,0,0
5,0,0,0,0,0.231
5,0,0,0,0,0.231
5,0,0,0,0,0.231
5,0,0,0,0,0.2622
5,0.0263,0.0263,0.05,0.05,0.3417
5,0.0263,0.0263,0.375,0.375,1
5,0.0263,0.0263,0.375,0.375,1
