,1,2,3,4
5,0.3215,0.1512,0.1219,0.0631
5,0.3215,0.1512,0.1219,0.0631
5,0.3107,0.1467,0.111,0.0611
5,0.2681,0.1174,0.0828,0.038
5,0.2564,0.1052,0.0762,0.0277
5,0.2481,0.1008,0.0714,0.0246
5,0.2271,0.0958,0.066,0.0185
5,0.2237,0.094,0.0626,0.0152
