,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.125,0.065,0.0625,0.06,0.0575,0.055,0.0525,0.0525,0.05,0.05,0.05,0.0475,0.045,0.045,0.045,0.0425,0.04,0.0375,0.0375,0.035
