,2,7,7
5,0.24,0.15,0.055
5,0.2,0.15,0.055
5,0.2,0.125,0.052
5,0.2,0.125,0.052
5,0.155,0.105,0.042
5,0.155,0.1,0.04
5,0.155,0.08,0.04
5,0.116,0.076,0.04
5,0.12,0.096,0.04
5,0.14,0.076,0.04
5,0.18,0.076,0.04
