,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.0595,0.0585,0.0585,0.0545,0.0545,0.0545,0.0535,0.0535,0.0535,0.0485,0.0485,0.0485,0.0475,0.0475,0.0465,0.0465,0.0455,0.0445,0.0445,0.035
