,4,10,15,15
29,0,0,0,0
1,0,0,0,0
1,0,0,0,0.15
1,0,0,0,0.15
1,0,0,0,0.22
1,0,0,0,0.22
1,0,0,0,0.22
1,0,0.01,0.025,0.22
1,0,0.01,0.025,0.22
1,0,0.01,0.025,0.22
1,0,0.01,0.08,0.26
1,0,0.015,0.08,0.21
1,0,0.04,0.08,0.21
1,0,0.04,0.08,0.21
1,0,0.085,0.16,0.29
1,0,0.08,0.145,0.22
1,0,0.08,0.13,0.26
1,0,0.14,0.22,0.3
1,0,0.19,0.31,0.3
1,0,0.15,0.22,0.26
1,0,0.15,0.22,0.22
1,0,0.15,0.22,0.22
1,0,1,1,1
