,4,8,12,12
30,0,0,0,0
1,0,0.01,0.015,0.055
1,0,0.01,0.015,0.055
1,0,0.01,0.015,0.055
1,0,0.01,0.015,0.25
1,0,0.01,0.015,0.165
1,0,0.02,0.05,0.2
1,0,0.02,0.05,0.2
1,0,0.02,0.05,0.2
1,0,0.02,0.05,0.2
1,0,0.02,0.05,0.2
1,0,0.05,0.15,0.2
1,0,0.02,0.085,0.2
1,0,0.15,0.2,0.35
1,0,0.07,0.18,0.25
1,0,0.07,0.1,0.15
1,0,1,1,1
