,4,5,5,5,5,1
4,630,20,0,0,0,0
5,1562,577,12,0,0,0
5,1568,1397,319,15,0,0
5,1235,1343,686,167,12,0
5,1089,1296,725,346,120,18
5,1035,1305,841,483,324,180
5,1103,1240,948,577,505,495
5,783,1007,796,455,393,503
5,408,585,453,291,210,268
1,174,249,190,109,75,74
