,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.066,0.039,0.028,0.023,0.021,0.016,0.012,0.012,0.009,0.009,0.007,0.005,0.004,0.003,0.002,0.002,0.002,0.002,0.001,0.001,0
