,1,1,1,1,1,1,1,1,1,1
5,0.04239,0.027865,0.02719,0.025375,0.0247,0.0247,0.02301,0.0218,0.020645,0.03
5,0.04239,0.027865,0.02719,0.025375,0.0247,0.0247,0.02301,0.0218,0.020645,0.03
5,0.04239,0.027865,0.02719,0.025375,0.0247,0.0247,0.02301,0.0218,0.020645,0.03
5,0.04239,0.027865,0.02719,0.025375,0.0247,0.0247,0.02301,0.0218,0.020645,0.03
5,0.04239,0.027865,0.02719,0.025375,0.0247,0.0247,0.02301,0.0218,0.020645,0.025
5,0.04239,0.027865,0.02719,0.025375,0.0247,0.0247,0.02301,0.0218,0.020645,0.02
5,0.04239,0.027865,0.02719,0.025375,0.0247,0.0247,0.02301,0.0218,0.020645,0.01225
5,0.04239,0.027865,0.02719,0.025375,0.0247,0.0247,0.02301,0.0218,0.020645,0.00225
5,0.04239,0.027865,0.02719,0.025375,0.0247,0.0247,0.02301,0.0218,0.020645,0.00225
5,0.04239,0.027865,0.02719,0.025375,0.0247,0.0247,0.02301,0.0218,0.020645,0.00225
