,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.0975,0.0775,0.0675,0.0625,0.0625,0.0595,0.0545,0.0515,0.0495,0.0495,0.0475,0.0475,0.0455,0.0455,0.0455,0.0455,0.0455,0.0455,0.0455,0.0455,0.0455,0.0455,0.0445,0.0445,0.0445
