,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.2455,0.1455,0.1205,0.0955,0.0705,0.0705,0.0535,0.0505,0.0485,0.0485,0.0475,0.0475,0.0465,0.0465,0.0465,0.0465,0.0465,0.0465,0.0465,0.0465,0.0455,0.0455,0.0455,0.0455,0.0455
