,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.0675,0.0663,0.065,0.0625,0.06,0.055,0.0525,0.0525,0.05,0.05,0.0485,0.048,0.0475,0.0475,0.045,0.045,0.0425,0.0425,0.0425,0.0375
