,1,3,5,5,5,5
5,0.0875,0.0825,0.078,0.035,0.035,0.035
5,0.0875,0.0825,0.07,0.06,0.035,0.035
5,0.0875,0.0825,0.065,0.06,0.055,0.035
5,0.0825,0.075,0.065,0.06,0.055,0.054
5,0.0825,0.075,0.065,0.06,0.054,0.053
5,0.0775,0.0725,0.065,0.059,0.054,0.052
5,0.072,0.067,0.062,0.057,0.052,0.051
5,0.067,0.063,0.059,0.054,0.051,0.05
5,0.062,0.058,0.055,0.051,0.049,0.048
