,9,5,5,5,5,1
19,1333,405,128,3,0,0
5,292,225,253,118,4,0
5,261,205,204,265,110,12
5,241,209,186,199,252,98
5,183,126,148,126,105,69
1,31,21,15,12,8,8
1,20,22,16,10,10,4
1,13,15,14,12,11,3
1,10,11,7,4,4,2
1,5,7,6,7,4,2
1,3,6,4,4,1,2
1,5,3,2,5,1,3
1,7,3,1,1,0,0
1,2,0,0,3,1,0
1,1,1,0,0,0,0
1,1,2,0,1,0,1
1,2,2,0,5,1,1
