,1,1,1,1,1
5,0,0,0,0,0
5,0.09,0.07,0.07,0.06,0.04
5,0.09,0.07,0.07,0.06,0.035
5,0.09,0.07,0.07,0.06,0.03
5,0.09,0.07,0.07,0.06,0.03
5,0.09,0.07,0.07,0.06,0.03
5,0.09,0.07,0.07,0.06,0.03
5,0.09,0.07,0.07,0.06,0.03
5,0.09,0.07,0.07,0.06,0.03
