,1,1,1,1,1,1
5,0.1946,0.118,0.094,0.084,0.0628,0.0414
5,0.1946,0.118,0.094,0.084,0.0628,0.0414
5,0.1946,0.118,0.094,0.084,0.0628,0.0416
5,0.1946,0.118,0.094,0.084,0.0628,0.0288
5,0.1946,0.118,0.094,0.084,0.0628,0.0214
5,0.1946,0.118,0.094,0.084,0.0628,0.0182
5,0.1946,0.118,0.094,0.084,0.0628,0.0234
5,0.1946,0.118,0.094,0.084,0.0628,0.028
5,0.1946,0.118,0.094,0.084,0.0628,0.0246
5,0.1946,0.118,0.094,0.084,0.0628,0.0194
