,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.0985,0.0855,0.0755,0.0665,0.0595,0.0525,0.0485,0.1275,0.1075,0.0875,0.0775,0.0675,0.0575,0.0575,0.0575,0.0575,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375
