,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.16176,0.109665,0.084935,0.070195,0.061055,0.05404,0.04938,0.04478,0.04072,0.037785,0.034445,0.03217,0.030635,0.029715,0.028195,0.026005,0.02321,0.020965,0.018415,0.015635,0.01323,0.01142,0.009655,0.007775,0.006735,0.0055,0.006215,0.005295,0.004705,0.00417
