,1
40,0
1,0.202
1,0.086
1,0.086
1,0.086
1,0.138
1,0.194
1,0.134
1,0.128
1,0.12
1,0.12
1,0.12
1,0.12
1,0.12
1,0.12
1,0.12
1,1
