ppd_id,fy,EEGroupID,TierID,source_membership,notes_membership,beneficiaries_DisabilityRetirees,beneficiaries_DependentSurvivors,actives_tot,ActiveSalaries,ActiveAge_avg,ActiveTenure_avg,ActiveSalary_avg,InactiveVestedMembers,InactiveNonVested,beneficiaries_tot,benefits_tot,BeneficiaryAge_avg,BeneficiaryBenefit_avg,beneficiaries_ServiceRetirees,benefits_ServiceRetirees,ServiceRetireeAge_avg,ServiceRetireeBenefit_avg,ServiceRetAge_avg,ServiceRetTenure_avg,ServiceRetBenefit_avg,benefits_DisabilityRetirees,beneficiaries_survivors,beneficiaries_SpousalSurvivors,beneficiaries_other,DROPMembers,OtherMembers,TotMembership,ActiveSalary_avg_est,BeneficiaryBenefit_avg_est
41,2003,0,0,,,2013,,53347,1787693.6,,,33.51067,3601,16118,28590,,,14.629906,22648,,,,,,,15399.45,3929,,0,,,85538,1,1
41,2004,0,0,,,2031,,51613,1772077.3,,,34.334,5085,22722,30441,,,15.644361,24465,,,,,,,16317.054,3945,,0,,,87139,0,1
41,2005,0,0,,,2027,,51392,1787594.4,,,34.784,5547,25102,32522,,,16.693039,26413,,,,,,,17245.717,4082,,0,,,89461,0,1
41,2006,0,0,,,1999,,51027,1840978.1,42.900002,9.5,36.078999,5263,26381,34120,589548.56,,17.278681,28145,531129.31,,,,,,20637.67,3976,,0,,,90410,0,1
41,2007,0,0,,,1987,,52262,1925061.5,43.200001,9.1000004,36.834999,5576,28066,36051,652964.19,,18.112236,29997,591257.44,,,,,,21142.48,4067,,0,,,93889,0,1
41,2008,0,0,,,2002,,52478,1986583.5,43.099998,8.8999996,37.855999,5892,30237,37711,744094.25,,19.731491,31700,678656.44,,,,,,22273.273,4009,,0,,,96081,0,1
41,2009,0,0,,,1990,,50394,1900456.5,42.900002,8.5,37.712002,6048,31523,40531,851254.56,,21.002556,34359,781561.44,,,,,,22936.713,4182,,0,,,96973,0,1
41,2010,0,0,,,1934,,51381,1958704.4,43.200001,8.8999996,38.120998,6194,34642,40780,842996.69,,20.671816,34644,770855.06,,,,,,22878.9,4202,,0,,,98355,0,1
41,2011,0,0,,,1937,,50908,1864686.5,43.5,9.1999998,36.629002,6599,35262,41661,866806.5,,20.806185,35345,787976.88,,,,,,24116.635,4379,,0,,,99168,0,1
41,2012,0,0,,,1930,,46282,1776873.4,44,9.6000004,38.391998,9323,37951,42479,894112.13,,21.048332,36061,809227.13,,,,,,26312.639,4488,,0,,,98084,0,1
41,2013,0,0,,,,,46353,1776424.1,44.099998,9.8000002,38.324001,8557,38974,43624,923262.25,,21.164089,,,,,,,,,,,0,,,98534,0,1
41,2014,0,0,,,,,44389,1706572.5,44.400002,10.2,38.445999,8256,42389,44843,920318.38,,20.523123,,,,,,,,,,,,,,97490,0,1
41,2015,0,0,,,2062,,42942,1672914.5,,,38.958,10266,42548,46027,940012.69,,20.423071,39093,935014.56,,,,,,25882.957,4872,,,,,99235,0,1
41,2016,0,0,,,,,41738,1676812.4,,,40.174999,10880,43085,47970,993930.69,,20.719839,,,,,,,,,,,,,,100588,0,1
42,2001,0,0,,,1713,,53570,2213772,,,41.324844,5710,,31761,697170,,21.950506,27664,635314,,,,,,33670,2126,,258,,258,91041,1,1
42,2002,0,0,,,1810,,54175,2313663,,,42.707207,5995,,33457,776476,,23.208178,28987,705898,,,,,,37439,2217,,443,,443,93627,1,1
42,2003,0,0,,,1857,,71097,2497731,,,35.131313,5478,,34708,846449,,24.38772,30121,771235,,,,,,39897,2309,,421,,421,111283,1,1
42,2004,0,0,,,1932,,71950,2641533,,,36.713455,5153,,35803,914879,,25.553139,31063,828370,,,,,,43477,2417,,391,,391,112906,1,1
42,2005,0,0,,,1982,,72281,2703430,,,37.401669,4033,,37402,994745,,26.596037,32567,908542,,,,,,45492,2853,,0,,,113716,1,1
42,2006,0,0,,,2038,,73740,2859477,43.099998,11,38.778,4275,,38497,1074159,,27.902,33684,984911,,,,,,48026,2775,,0,,,116512,0,0
42,2007,0,0,,,2086,,75144,2975289,43.299999,10.3,39.594002,4498,,39506,1135635,,28.746,34530,1040212,,,,,,50322,2890,,0,,,119148,0,0
42,2008,0,0,,,2155,,75539,3190332,43.299999,10.4,42.234001,4861,,40739,1206812,,29.622999,35623,1106145,,,,,,52960,2961,,0,,,121139,0,0
42,2009,0,0,,,2209,,75937,3253076,43.400002,10.6,42.839001,5245,,42050,1280316,,30.447001,36749,1172261,,,,,,55456,3092,,0,,,123232,0,0
42,2010,0,0,,,2284,,76387,3321614,43.5,10.8,43.484001,5637,,43134,1352158,,31.348,37667,1237529,,,,,,58736,3183,,0,,,125158,0,0
42,2011,0,0,,,2379,,76349,3451756,43.599998,10.9,45.209999,6135,,44419,1433386,,32.27,38755,1310584,,,,,,62730,3285,,0,,,126903,0,0
42,2012,0,0,,,2477,,75951,3479567,43.599998,11,45.813,6668,,46094,1525183,,33.089001,40152,1392874,,,,,,67006,3465,,0,,,128713,0,0
42,2013,0,0,,,2582,,74831,3480066,43.599998,11.2,46.506001,7194,,47406,1608659,,33.933998,41299,1467843,,,,,,71414,3525,,0,,,129431,0,0
42,2014,0,0,,,2641,,73407,3486327,,,47.493114,7762,27689,48576,1684852,,34.684864,42308,1536273,,,,,,74947,3627,,0,,,129745,1,1
42,2015,0,0,,,2651,,72246,3515113,,,48.654778,8051,19720,49822,,,34.953556,43349,1609950,,,,,,76399,3822,,0,,,130119,0,1
42,2016,0,0,,,2751,,71848,3537226,,,49.232075,9240,46055,51563,,,35.552597,44970,1704041,,,,,,80652,3842,,0,,,132651,1,1
43,2001,0,0,,,,,87069,4468864,43.900002,12.4,51.324001,5498,,45396,1272546.1,70.099998,28.032,45396,1272546.1,,28.032,,,,,,,0,,,137963,0,0
43,2002,0,0,,,8633,,89252,4727715,44,12.5,52.967999,6002,,46242,1317144,70.300003,28.488001,30779,904713,,29.388,,,,295237,6830,,0,,,141496,0,0
43,2003,0,0,,,8764,,87760,4853824.5,44.5,12.9,55.307999,6394,,47232,1427241,70.400002,30.216,31563,979564,,31.032,,,,317808,6905,,0,,,141386,0,0
43,2004,0,0,,,8874,,86235,4852764.5,44.900002,13.3,56.268002,6559,,48332,1534318,70.5,31.74,32488,1057391,,32.543999,,,,339246,6970,,0,,,141126,0,0
43,2005,0,0,,,8995,,86384,4951391,45.200001,13.4,57.324001,6980,,49769,1652009,70.699997,33.192001,33637,1143734,,34.007999,,,,359864,7137,,0,,,143133,0,0
43,2006,0,0,,,9058,,88631,5236528,45.099998,13.3,59.088001,7458,,50992,1773042,70.800003,34.776001,34699,1233117,,35.532001,,,,380005,7235,,0,,,147081,0,0
43,2007,0,0,,,9045,,92096,5777000,45.099998,13,62.723999,7911,,51392,1858227,70.900002,36.155998,34965,1289385,,36.875999,,,,398114,7382,,0,,,151399,0,0
43,2008,0,0,,,9018,,94492,6204000,45.099998,12.9,65.652,11834,,52350,1978875,71.099998,37.799999,35868,1383911,,38.580002,,,,414590,7464,,0,,,158676,0,0
43,2009,0,0,,,8996,,95788,6587213.5,45.400002,13.2,68.772003,11844,,53069,2085725,71.400002,39.299999,36437,1459814,,40.068001,,,,431397,7636,,0,,,160701,0,0
43,2010,0,0,,,8990,,94410,6575443,45.900002,13.7,69.648003,11998,,54196,2220344,71.599998,40.967999,37398,1561794,,41.759998,,,,450494,7808,,0,,,160604,0,0
43,2011,0,0,,,8947,,92786,6534907.5,46.299999,14.2,70.428001,11958,,55371,2342623,71.699997,42.312,38449,1655785,,43.068001,,,,464949,7975,,0,,,160115,0,0
43,2012,0,0,,,8931,,91952,6501503,46.700001,14.6,70.704002,12089,,56770,2475000,71.900002,43.596001,39738,1760885,,44.316002,,,,479697,8101,,0,,,160811,0,0
43,2013,0,0,,,,,91545,6488000,46.900002,14.9,70.872002,12319,,58086,2611000,72.099998,44.952,,,,,,,,,,,0,,,161950,0,0
43,2014,0,0,,,,,92466,6741000,47,15,72.900002,12671,,59229,2712000,72.300003,45.792,,,,,,,,,,,0,,,164366,0,0
43,2015,0,0,,,,,93674,7006000,47.599998,15,75.564003,13129,,60606,2813000,72.5,46.332001,,,,,,,,,,,0,,,167409,0,0
43,2016,0,0,,,,,95444,7292272.5,,,76.403679,13527,,61914,2952351.5,,47.684715,,,,,,,,,,,0,,,170885,1,1
44,2001,0,0,,,1184,,64519,1782884,,,27.4,1300,28223,33357,486712,,14.591,24606,,,,,,,,5202,,2365,2365,,99176,0,0
44,2002,0,0,,,1208,,64692,1861887,,,28.612,1245,29579,34522,524748,,15.2,25436,,,,,,,,5243,,2635,2635,,100459,0,0
44,2003,0,0,,,1220,,65441,1924680,,,29.479,1317,30940,35525,555503,,15.637,26275,,,,,,,,5262,,2768,2768,,102283,0,0
44,2004,0,0,,,1203,,64149,2017726,,,31.451,1324,35955,36291,582121,,16.040001,26945,442980.09,69.489998,16.440001,,11.35,,13432.116,5308,,2835,2835,,101764,0,0
44,2005,0,0,,,1199,,64168,2100043,,,32.521999,1486,34379,37015,609764,,16.473,27646,466018.78,69.449997,16.857,,11.43,,13978.2,5360,,2810,2810,,102669,0,0
44,2006,0,0,,,1202,,57811,1979705,,,33.230999,2492,43382,38132,654574,,17.166,28944,510190.75,69.18,17.627001,,11.29,,14542.224,5409,,2577,2577,,98435,0,0
44,2007,0,0,,,1134,,60444,2175367,,,35.799,1980,43797,39366,721333,,18.323999,30190,565356.44,69.080002,18.726999,,11.31,,14702.352,5418,,2624,2624,,101790,0,0
44,2008,0,0,,,2669,,61780,2436956,,,39.217999,1824,47828,40218,775214,,19.275,29416,594385.63,69.110001,20.205999,,11.13,,32327.111,5490,,2643,2643,,103822,0,0
44,2009,0,0,,,2631,,61991,2562572,,,41.084999,1947,49701,40936,804455,,19.652,30062,623443.56,69.260002,20.739,,11.34,,32251.115,5560,,2683,2683,,104874,0,0
44,2010,0,0,,,2603,,58881,2546457,,,42.983002,1981,50842,42014,852060,,20.281,31086,663708.5,69.269997,21.351,,11.4,,32617.729,5696,,2629,2629,,102876,0,0
44,2011,0,0,,,2586,,54930,2408840,,,43.605999,2125,51959,43711,923617,,21.129999,32897,729681.75,69.110001,22.181,,11.26,,33130.355,5659,,2569,2569,,100766,0,0
44,2012,0,0,,,2544,,52352,2341703,,,44.485001,2222,50590,45299,996167,,21.990999,34513,794357.25,69,23.016001,,11.2,,33137.242,5665,,2577,2577,,99873,0,0
44,2013,0,0,,,2554,,44111,1951988,,,43.990002,4162,52385,47517,1076245,,22.65,37145,,,23.895,,,,,5726,,2092,2092,,95790,0,0
44,2014,0,0,,,2506,,40321,1813759.4,,,44.982994,4558,52042,48778,1074359,,22.025482,38675,,,,,,,,5759,,1838,1838,,93657,1,1
44,2015,0,0,,,2457,,40194,1856735.3,,,46.19434,3953,52193,49325,1170269.1,,23.725679,39352,,,,,,,,5834,,1682,1682,,93472,0,1
44,2016,0,0,,,2401,,39284,1842286.1,,,46.896603,3865,52837,49810,1217858.6,,24.450083,39998,,,,,,,,5802,,1609,1609,,92959,1,1
45,2001,0,0,,,3555,,86829,2582830,,,29.746168,630,9834,51485,802202,,16.923,39799,,,,,,,,4026,,4105,3421,684,138944,1,0
45,2002,0,0,,,3582,,87356,2777667,,,31.797094,624,10881,54156,873678,,17.811001,40445,,,,,,,,4183,,5946,5103,843,142136,1,0
45,2003,0,0,,,3698,,87646,2977885,,,33.97628,5720,7852,53625,924735,,18.166,42800,826661.69,,,,,,44927.266,4155,,2972,2722,250,146991,1,0
45,2004,0,0,,,3797,,87273,3017087,,,34.570679,5610,10242,56309,981646,,18.556,44690,878990.75,69.269997,19.669001,,11.6,,39157.129,4413,,3409,3409,,149192,1,0
45,2005,0,0,,,3836,,87643,3132169,,,35.737812,4454,10799,58900,1031768,,18.923,46035,924316.13,69.300003,20.079,,11.61,,39607.813,4654,,4375,4375,,150997,1,0
45,2006,0,0,,,2865,,81347,2892959,,,35.56319,7039,12749,61554,1119651,,19.468,49776,1019078.5,68.919998,20.473,,11.26,,28613.461,4871,,4042,4042,,149940,1,0
45,2007,0,0,,,3961,,82672,3224563,,,39.004002,6624,11966,63245,1218176,,20.462999,50566,1098813,69.18,21.73,,11.43,,42369.133,5003,,3715,3715,,152541,0,0
45,2008,0,0,,,3969,,85979,3675014,,,42.743,6043,10571,64830,1305367,,21.375,51916,1178387.3,69.370003,22.698,,11.6,,43484.594,5185,,3760,3760,,156852,0,0
45,2009,0,0,,,3959,,88206,3912326,,,44.354,5872,10905,65838,1356439,,22.732,53009,1223372.4,69.610001,23.079,,11.81,,43455.289,5449,,3421,3421,,159916,0,0
45,2010,0,0,,,3943,,88783,3977819,,,44.804001,5745,16502,67088,1411613,,22.077,54381,1273969.5,69.849998,23.447001,,12,,43507.621,5616,,3148,3148,,161616,0,0
45,2011,0,0,,,3983,,86742,3902647,,,44.991001,5852,17610,68544,1471714,,22.917,55723,1330518.1,70.07,23.863001,,12.14,,44617.566,5806,,3032,3032,,161138,0,0
45,2012,0,0,,,3993,,84513,3808761,,,45.067001,6439,18069,70294,,,23.288,57619,1400404.6,70.260002,24.305,,12.24,,45360.48,6045,,2637,2637,,161246,0,0
45,2013,0,0,,,4049,,82910,3726325.8,,,44.945,5991,18355,73482,,,23.492001,60714,,,,,,,,6268,,2451,2451,,162383,0,0
45,2014,0,0,,,,,82886,3764954.8,,,45.42329,6336,,75486,,,24.867046,73195,,,,,,,,,,2291,2291,,164708,1,1
45,2015,0,0,,,,,83602,3815649.8,,,45.640652,6606,,77542,,,25.262901,75259,,,,,,,,,,2283,2283,,167750,1,1
45,2016,0,0,,,,,84068,3869730,,,46.030952,6687,,78334,,,25.568964,75830,,,,,,,,,,2504,2504,,169087,1,1
46,2001,0,0,,,354,,8753,248220.22,43.200001,8.6000004,28.358,318,,6289,58880.258,,9.3620005,4797,,,,,,,,231,,907,,907,15360,0,0
46,2002,0,0,,,364,,8843,262143.59,44.400002,9,29.643999,363,,6325,61854.926,,9.7790003,4821,,,,,,,,222,,918,,918,15531,0,0
46,2003,0,0,,,388,,8720,276384.56,44.900002,9.1999998,31.695,686,,6483,66065.492,,10.191,4920,,,,,,,,220,,955,,955,15889,0,0
46,2004,0,0,,,348,,8859,287585.97,45.099998,9.1999998,32.462002,776,,6554,69907.18,,10.666,5025,,,,,,,,230,,951,,951,16189,0,0
46,2005,0,0,,,432,,9186,300582.28,45.099998,9.1999998,32.722,741,,6618,74615.078,,11.275,4987,,,,,,,,234,,965,,965,16545,0,0
46,2006,0,0,,,386,,9347,323834.09,45.599998,9.1999998,34.646,932,,6777,76975.414,,11.358,5118,61620.992,,,,,,6397.6011,228,,1045,,1045,17056,0,0
46,2007,0,0,,,397,,9587,342528.75,45.900002,9.3000002,35.728001,967,,6872,82159.219,,11.956,5182,65450.422,,,,,,6937.519,237,,1056,,1056,17426,0,0
46,2008,0,0,,,396,,9562,360693.81,46.099998,9.6999998,37.722,1081,,6939,87059.563,,12.546,5253,69643.805,,,,,,5985.6851,225,,1065,,1065,17582,0,0
46,2009,0,0,,,339,,9719,380541.13,46.299999,9.8000002,39.153999,1092,,7021,93249.063,,13.281,5382,75961.234,,,,,,7007.2339,166,,1134,,1134,17832,0,0
46,2010,0,0,,,347,,10331,395747.66,46.419998,9.2399998,38.306999,1263,,7172,96787.242,,13.495,4830,79048.969,,,,,,6424.0542,171,,1824,,1824,18766,0,0
46,2011,0,0,,,348,,10614,435012.94,46.43,9.2399998,40.985001,1248,,7409,102681.02,,13.859,5060,84829.148,,,,,,6464.6792,174,,1827,,1827,19271,0,0
46,2012,0,0,,,347,,10772,474828.25,46.369999,9.2399998,44.080002,1211,,7520,110230.68,,14.658,5181,93754.969,,,,,,6830.8472,166,,1826,,1826,19503,0,0
46,2013,0,0,,,406,,11112,458424.75,46.32,9,41.255001,2017,5405,8122,116539.4,,14.349,5659,,,,,,,,174,,1883,,1883,21251,0,0
46,2014,0,0,,,408,,10848,460029.63,,,42.207001,2071,6061,8333,123149.16,,14.778,5853,,,,,,,,174,,,,,21252,0,0
46,2015,0,0,,,406,,10870,490974.09,,,45.167809,2112,6341,8581,130647.32,,15.225186,6061,,,,,,,,167,,1947,,,21563,1,1
46,2016,0,0,,,405,,11019,505798.13,,,45.902363,2221,6849,8847,135629.47,,15.330561,6279,,,,,,,,176,,1987,,,22087,1,1
47,2001,0,0,,,1743,,42575,1318999.5,,,30.981001,1894,,22819,309844.56,,13.578,15563,,,,,,,,908,,4605,,4605,67288,0,0
47,2002,0,0,,,1795,,43246,1405943.9,,,32.497002,2448,,23228,330970,,14.249,15916,,,,,,,,843,,4674,,4674,68922,0,0
47,2003,0,0,,,1902,,42862,1434596.6,,,33.470001,4179,,23768,350388.81,,14.742,16267,,,,,,,,843,,4756,,4756,70809,0,0
47,2004,0,0,,,1994,,42816,1464608.4,,,34.207001,4693,,24388,374579.59,,15.359,16667,,,,,,,,883,,4844,,4844,71897,0,0
47,2005,0,0,,,2096,,42910,1508645.9,,,35.158001,5283,,25123,406220.66,,16.169001,17248,,,,,,,,896,,4883,,4883,73316,0,0
47,2006,0,0,,,1673,,42643,1538201.1,,,36.071999,6006,,25731,422302.91,,16.412001,17720,,,,,,,,878,,5460,,5460,74380,0,0
47,2007,0,0,,,1687,,42184,1586436.5,,,37.608002,6621,,26301,456863.47,,17.371,18251,,,,,,,,810,,5553,,5553,75106,0,0
47,2008,0,0,,,1690,,41561,1619705.9,,,38.972,6898,,26821,485529.81,,18.103001,18746,,,,,,,,797,,5588,,5588,75280,0,0
47,2009,0,0,,,1683,,40486,1669885.8,,,41.245998,6599,,27544,525719,,19.087,19368,,,,,,,,696,,5797,,5797,74629,0,0
47,2010,0,0,,,1720,,39884,1672252.9,47.099998,14.5,41.928001,6749,,28248,547042.25,,19.365999,20021,444031.88,,,,,,,684,,5823,,5823,74881,0,0
47,2011,0,0,,,1714,,38759,1643389.8,47.400002,14.8,42.400002,7074,,28900,569141.81,,19.693001,20689,466015.38,,,,,,41647.234,655,,5842,,5842,74733,0,0
47,2012,0,0,,,1754,,39360,1718449.1,47.150002,13.35,43.66,6291,,30485,614303.94,,20.150999,22145,508475.78,,,,,,42838.656,638,,5948,,5948,76136,0,0
47,2013,0,0,,,1684,,41809,1662390.5,,,39.762001,6794,35124,31624,637482.06,,20.158001,23314,,,,,,,,643,,5983,,5983,80227,0,0
47,2014,0,0,,,1699,,39669,1702310.4,,,42.912998,7447,36611,32391,658595.25,,20.333,24039,,,,,,,,638,,6015,,,79507,0,0
47,2015,0,0,,,1684,,40016,1745075.1,,,43.609436,7511,36810,33260,691848.25,,20.80121,24880,,,,,,,,637,,6059,,,80787,1,1
47,2016,0,0,,,1660,,39942,1792004.4,,,44.865166,7783,37656,34181,728131.81,,21.302238,25734,,,,,,,,644,,6143,,,81906,1,1
48,2001,0,0,,,,,87986,3146870.3,44.900002,13.5705,37.179501,25746,,41914,436065.38,,10.403812,41914,436065.38,,,,,,,,,0,,,155646,0,1
48,2002,0,0,,,,,90306,3322041.5,45.099998,13.5125,38.341999,26176,,43109,456344.88,,10.585837,43109,456344.88,,,,,,,,,0,,,159591,0,1
48,2003,0,0,,,,,89286,3387705.5,45.400002,13.714,38.8605,26561,,44591,483702.84,,10.847545,44591,483702.84,,,,,,,,,0,,,160438,0,1
48,2004,0,0,,,,,86444,3402548.5,46,14.1155,40.412498,26937,,46472,523078.28,,11.255773,46472,523078.28,,,,,,,,,0,,,159853,0,1
48,2005,0,0,,,,,86656,3611095.3,45.950001,13.9955,42.2215,27349,,49158,574110,,11.678872,49158,574110,,,,,,,,,0,,,163163,0,1
48,2006,0,0,,,,,87100,3793125.3,46.049999,14.25,44.705502,28063,,50487,615281.69,,12.186933,50487,,,,,,,,,,0,,,165650,0,1
48,2007,0,0,,,,,88699,4016220.8,45.849998,13.8,46.161499,29107,,53039,678646.75,,12.79524,53039,678646.75,,,,,,,,,0,,,170845,0,1
48,2008,0,0,,,,,89202,4165012.8,45.75,13.15,47.503502,28725,,54920,734343.44,,13.371148,54920,734343.44,,,,,,,,,0,,,172847,0,1
48,2009,0,0,,,,,89380,4249462.5,45.799999,13.15,47.9935,28608,,56610,793268.94,,14.012877,56610,793268.94,,,,,,,,,0,,,174598,0,1
48,2010,0,0,,,,,87325,4137473.8,46,30.85,47.626999,28477,,58893,838069.81,,14.230381,58893,,,,,,,,,,0,,,174695,0,1
48,2011,0,0,,,9074,,85453,4027809.8,46,12.7,47.1035,27978,,62569,913584.5,,14.601233,48110,,,,,,,,5385,,0,,,176000,0,1
48,2012,0,0,,,9225,,85174,3998475,46.099998,12.65,46.6315,27875,,64636,978515.44,,15.138862,49938,,,,,,,,5473,,0,,,177685,0,1
48,2013,0,0,,,,,84677,4030261,,,47.595699,27651,,67193,1043095.7,,15.523874,67193,,,,,,,,,,0,,,179521,1,1
48,2014,0,0,,,,,84825,4215000,,,49.69054,27538,,69459,1100000,,15.83668,,,,,,,,,,,0,,,181822,1,1
48,2015,0,0,,,,,83794,4300747.5,,,51.325245,27846,,72031,1176657,,16.335424,72031,1177000,,,,,,,,,0,,,183671,1,1
48,2016,0,0,,,,,82625,4245333.5,,,51.380737,27884,,74211,1226769,,16.530825,74211,,,,,,,,,,0,,,184720,1,1
49,2001,0,0,,,,,93297,4092042,48.549999,18.738501,52.217499,11084,6253,40126,814309.13,,20.293802,40126,814309.13,,,,,,,,,0,,,144507,0,1
49,2002,0,0,,,,,96356,4426832,48.900002,19.0205,55.254501,11416,6624,41920,857620.75,,20.458509,41920,857620.75,,,,,,,,,0,,,149692,0,1
49,2003,0,0,,,,,97298,4609992,49.299999,19.438,57.239498,13642,5219,43675,907423,,20.776714,43675,907423,,,,,,,,,0,,,154615,0,1
49,2004,0,0,,,,,95962,4615607,49.849998,19.929501,58.077999,14379,5426,45691,973734.81,,21.311304,45691,973734.81,,,,,,,,,0,,,156032,0,1
49,2005,0,0,,,,,97790,5055391.5,50.25,20.251499,62.2215,14775,5368,48091,1049319.8,,21.819462,48091,1049319.8,,,,,,,,,0,,,160656,0,1
49,2006,0,0,,,,,100318,5269185,50.400002,21.5,63.564499,21053,,50279,1126950.4,,22.413939,50279,93912.531,,,,,,,,,0,,,171650,0,1
49,2007,0,0,,,,,103577,5709765.5,50.75,21.85,67.017502,22719,,52039,1213307.3,,23.315346,52039,1213307.3,,,,,,,,,0,,,178335,0,1
49,2008,0,0,,,,,105961,6117590.5,51.400002,22.049999,71.085999,22818,,54035,1302456.8,,24.103947,54035,1302456.8,,,,,,,,,0,,,182814,0,1
49,2009,0,0,,,,,106107,6194734,52,22.65,71.773499,22995,,55756,1394374.3,,25.008505,55756,1394374.3,,,,,,,,,0,,,184858,0,1
49,2010,0,0,,,,,106273,6254648,52.549999,23.25,72.365501,23017,,57539,1440590,71,24.6775,57539,,,,,,,,,,0,,,186829,0,0
49,2011,0,0,,,4010,,105528,6196976.5,53.049999,23.6,72.483002,22617,,60565,1524849.9,71.300003,25.240499,53360,,,,,,,,3195,,0,,,188710,0,0
49,2012,0,0,,,4095,,103694,6080603.5,53.450001,24.15,72.790001,23033,,63699,1657508.5,71.599998,26.512501,56296,,,,,,,,3308,,0,,,190426,0,0
49,2013,0,0,,,,,104028,6185176,,,59.456837,23555,,66390,1758581.9,,26.488657,,,,,,,,,,,0,,,193973,1,1
49,2014,0,0,,,,,104470,6310000,,,60.400116,24220,,68929,1851000,,26.85372,,,,,,,,,,,0,,,197619,1,1
49,2015,0,0,,,,,105526,6470706.5,,,61.3186,24541,,71176,1941845.9,,27.282312,71176,,,,,,,,,,0,,,201243,1,1
49,2016,0,0,,,,,105547,6611038,,,62.635963,25298,,73582,2012244.5,,27.346966,73582,,,,,,,,,,0,,,204427,1,1
50,2001,0,0,,,3218,,87118,3700410,44.900002,12,42.476002,2775,,44027,679978.5,72.199997,15.445,34324,560140.81,72.800003,16.319,,,,65050.879,6485,,0,,,133920,0,0
50,2002,0,0,,,3249,,88518,4034236.3,45.200001,12.1,45.575001,2842,,44313,721741.25,72.300003,16.287001,34540,594519.88,72.900002,17.212999,,,,69306.453,6524,,0,,,135673,0,0
50,2003,0,0,,,3284,,82152,3779298,45,12,46.004002,2756,,48766,891286,71.400002,18.277,38929,756516,71.699997,19.433001,,,,73443.578,6553,,0,,,133674,0,0
50,2004,0,0,,,3334,,80122,3841606,45.200001,12.1,47.946999,2966,,51418,1016464.4,70.900002,19.768999,41492,873091.75,71,21.042,,,,78332.445,6592,,0,,,134506,0,0
50,2005,0,0,,,3386,,81682,3967066.8,45.400002,12.1,48.567001,3033,,50907,1044251.3,71.199997,20.513,40944,893275.38,71.300003,21.816999,,,,83152.016,6577,,0,,,135622,0,0
50,2006,0,0,,,3480,,83178,4200577,45.700001,12.4,50.500999,3033,,50593,1077317.5,71.400002,21.294001,40550,916350.88,71.599998,22.598,,,,89253.445,6563,,0,,,136804,0,0
50,2007,0,0,,,3545,,84677,4391839.5,46.099998,12.6,51.866001,3852,,50412,1115917.5,71.5,22.136,40330,945287.19,71.800003,23.438999,,,,95478.563,6537,,0,,,138941,0,0
50,2008,0,0,,,3573,,85602,4574233,46.400002,12.8,53.436001,3955,,50495,1162096.4,71.699997,23.014,40381,983076.75,72,24.344999,,,,100380.77,6541,,0,,,140052,0,0
50,2009,0,0,,,3644,,86529,4712655,46.700001,12.9,54.463001,3663,,50873,1224764,71.699997,24.075001,40700,1035256.3,72,25.436001,,,,107265.1,6529,,0,,,141065,0,0
50,2010,0,0,,,3753,,85839,4711563,47.200001,13.3,54.888,3779,,52486,1324485,71.699997,25.235001,42086,1123587.8,72,26.679001,,,,113862.02,6647,,0,,,142104,0,0
50,2011,0,0,,,3729,,86586,4808250.5,47.299999,13.3,55.530998,3977,,53627,1413760.5,71.900002,26.363001,43286,1205509.5,71.699997,26.363001,,,,116709.55,6612,,0,,,144190,0,0
50,2012,0,0,,,3773,,85935,4922388,47.5,13.6,57.279999,4127,,54544,1495756.6,71.800003,27.423,44178,1279291.1,72,28.958,,,,121227.2,6593,,0,,,144606,0,0
50,2013,0,0,,,3798,,87175,5183195,47.599998,13.5,59.457001,4067,,55383,1581970.3,71.800003,28.563999,45084,,72,30.068001,,,,,6501,,0,,,146625,0,0
50,2014,0,0,,,3810,,88156,5344510.5,47.5,13.3,60.625999,4213,,56327,1668889.5,,29.629,46035,,,31.177999,,,,,6482,,0,,,148696,0,0
50,2015,0,0,,,3880,,88508,5591911,47.299999,13.2,63.18,4340,,57774,1780541.6,,30.819,47381,,72.099998,32.405998,,,,,6513,,0,,,150622,0,0
50,2016,0,0,,,,,88081,5792288,46.900002,12.6,65.761002,4350,,61377,2003072.1,,32.636002,50965,,71.699997,34.293999,,,,,6496,,0,,,153808,0,0
51,2001,0,0,,,773,,86798,4072062,45.099998,15.5,46.914001,,,32631,685633.63,71.5,21.011999,28835,641615.69,71.900002,22.250999,,,,14985.922,3023,,0,,,119429,0,0
51,2002,0,0,,,775,,89427,4263661.5,44.799999,14.6,47.678001,,,34970,798883.69,70.900002,22.844999,31136,753223.75,71.300003,24.191,,,,14934.043,3059,,0,,,124397,0,0
51,2003,0,0,,,795,,89006,4406437.5,44.799999,14.4,49.507,,,37041,932386.88,70.599998,25.172001,33108,878165.19,70.800003,26.524,,,,16227.874,3138,,0,,,126047,0,0
51,2004,0,0,,,779,,87934,4555899.5,45,14.3,51.810001,,,39341,1065318,70.400002,27.079,35395,1009133.5,70.5,28.511,,,,16445.193,3167,,0,,,127275,0,0
51,2005,0,0,,,772,,88027,4642765,44.700001,14.2,52.743,,,42164,1230428,69.900002,29.181999,38152,1169309.9,70.099998,30.649,,,,17099.236,3240,,0,,,130191,0,0
