ppd_id,fy,EEGroupID,TierID,source_membership,notes_membership,beneficiaries_DisabilityRetirees,beneficiaries_DependentSurvivors,actives_tot,ActiveSalaries,ActiveAge_avg,ActiveTenure_avg,ActiveSalary_avg,InactiveVestedMembers,InactiveNonVested,beneficiaries_tot,benefits_tot,BeneficiaryAge_avg,BeneficiaryBenefit_avg,beneficiaries_ServiceRetirees,benefits_ServiceRetirees,ServiceRetireeAge_avg,ServiceRetireeBenefit_avg,ServiceRetAge_avg,ServiceRetTenure_avg,ServiceRetBenefit_avg,benefits_DisabilityRetirees,beneficiaries_survivors,beneficiaries_SpousalSurvivors,beneficiaries_other,DROPMembers,OtherMembers,TotMembership,ActiveSalary_avg_est,BeneficiaryBenefit_avg_est
1,2012,1,0,,,,,29548,1179824,,,,,,20618,419165.66,,,,,,,,,,,,,,,,,,
1,2012,2,0,,,,,777,44028.719,,,,,,839,36522.227,,,,,,,,,,,,,,,,,,
1,2012,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2012,3,0,,,,,53844,1900938.8,,,,,,19519,341978.09,,,,,,,,,,,,,,,,,,
3,2012,1,0,,,,,20566,1305337,50.41,13.26,63.471001,,,25644,488754.03,67.760002,19.059,,,,,,,,,,,,,,,,
3,2012,2,0,,,,,2164,197544,44.48,13.9,91.286003,,,2896,94924.336,64.290001,32.778,,,,,,,,,,,,,,,,
6,2012,5,0,,,,,25862,,47.5,10.6,46.119999,,30798,18835,314206.44,70.099998,,,,,,,18.4,,,,,,,,13899,,
6,2012,1,0,,,,,23129,,47,10,51.512001,,25782,13453,292410.94,71.099998,,,,,,,19.299999,,,,,,,,10800,,
6,2012,2,0,,,,,111273,,45,9.3000002,37.970001,,112464,61110,1252999.3,69.599998,,,,,,,20.4,,,,,,,,59919,,
6,2012,6,0,,,,,6124,,46.200001,7.6999998,57.466999,,3874,1451,27097.26,68.5,,,,,,,16.200001,,,,,,,,3701,,
6,2012,3,0,,,,,16549,,45.799999,10.2,54.841999,,11746,7249,158168.41,67.599998,,,,,,,19.200001,,,,,,,,12052,,
6,2012,4,0,,,,,21057,,47,9.8000002,47.486,,25396,12333,194074.36,70,,,,,,,17,,,,,,,,7994,,
7,2012,2,0,,,,,11,174.548,61.799999,14.2,15.868,59,,126,1964.46,,,,,,,,,,,,,,,,,,
7,2012,1,0,,,,,45926,1605879.9,44.799999,9.3000002,34.966999,12985,,27303,340758.41,,,,,,,,,,,,,,,,,,
7,2012,3,0,,,,,55,3374.9819,60.700001,7.3000002,61.362999,139,,134,1370.6121,,,,,,,,,,,,,,,,,,
9,2011,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2011,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2011,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2011,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2011,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2011,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2012,14,0,,,366,,6239,417600.03,45.68,9.46,66.933998,2861,,5278,96453.203,67.25,19.854,4387,,,21.441,,,,,525,,,,2554,,,
9,2012,5,0,,,154.9073177479596,,481.68274,21574.518,,,,100.60133,,318.01575,1290.4927,,,177.29465,568.4259,,,,,,1370.5403,31.241571,,,,1472.7235,1958.4911,,
9,2012,10,0,,,12657,,283003,9654303,47.5,,34.113998,167758,,195233,2733466.5,,,159772,2416984.8,,,,,,123021.83,22804,,,,225470,676231,,
9,2012,3,0,,,14458,,156332,9665138,,,,46347,,168948,4431890.5,,,129069,3752604.3,,,,,,183784.03,25421,,,,203802,406334,,
9,2012,15,0,,,147,,2249,153161.98,46.310001,10.34,68.101997,924,,2020,38589.121,67.860001,20.358,1632,,,22.388,,,,,241,,,,853,,,
9,2012,8,0,,,8290,,41250,2951833.8,42.5,,71.559998,6074,,28842,1344163.8,,,18362,981900.5,,,,,,292227.34,2190,,,,34079,81403,,
9,2012,9,0,,,3686,,7312,728467.38,39.900002,,99.625999,325,,8140,416933.81,,,3226,208729.67,,,,,,171377.72,1277,,,,8435,16072,,
9,2012,19,0,,,5237,,10035,947734.81,40.32,11.18,94.443001,2010,,14937,507302.81,64.260002,36.671001,8019,,,43.215,,,,,1681,,,,5007,,,
9,2012,17,0,,,398,,930,59986.23,38.43,8.6400003,64.500999,268,,1044,21895.836,64.43,20.125,523,,,21.645,,,,,123,,,,720,,,
9,2012,4,0,,,1420.092682252041,,10356.317,523537.81,,,,2884.3987,,10335.984,117229.88,,,7888.7056,103470.63,,,,,,11276.115,981.75842,,,,16754.277,30091.51,,
9,2012,7,0,,,4365,,23729,1789794.5,47.599998,,75.426003,5351,,19295,363081.44,,,12252,229388.33,,,,,,154874.44,2673,,,,24286,52902,,
9,2012,12,0,,,663,,11913,757045.69,45.939999,9.2200003,63.548,7431,,10169,139141.75,68.290001,16.621,8546,,,17.58,,,,,960,,,,5236,,,
9,2012,11,0,,,107,,3860,208517.13,45.110001,8.4099998,54.02,2414,,1769,23116.586,70.010002,13.972,1449,,,14.658,,,,,213,,,,1099,,,
9,2012,16,0,,,97,,367,21079.631,38.77,7.77,57.438,149,,248,2970.0669,61.310001,11.591,130,,,10.065,,,,,21,,,,308,,,
9,2012,13,0,,,326,,5052,339228.28,46.369999,9.9099998,67.147003,2687,,4905,86923.859,67.720001,18.820999,4060,,,20.287001,,,,,519,,,,2497,,,
9,2012,2,0,,,1422,,6948,382527.91,50.900002,,55.056,1562,,5043,48256.031,,,2837,20502.662,,,,,,19916.998,784,,,,16467,24830,,
9,2012,18,0,,,902,,2669,232078.08,40.18,10.49,86.953003,657,,2656,86055.188,64.099998,34.145,1465,,,38.074001,,,,,289,,,,1508,,,
9,2012,6,0,,,1575,,10838,545112.31,45.900002,,50.296001,2985,,10654,118520.37,,,8066,104039.05,,,,,,12646.655,1013,,,,18227,32050,,
9,2012,1,0,,,13036,,149384,9282610,48.099998,,62.139,44785,,163905,4383634.5,,,126232,3732101.8,,,,,,163867.03,24637,,,,187335,381504,,
15,2012,2,0,,,,,811,56574,,,,,,,,,,,,,,,,,,,,,,,,,
15,2012,1,0,,,,,53993,2328360,,,,,,,,,,,,,,,,,,,,,,,,,
16,2012,4,0,,,,,19148,1136383,44.799999,7.1999998,,,,,,,,,,,,,,,,,,,,,,,
16,2012,8,0,,,,,3466,311088.47,48.599998,18.799999,,,,,,,,,,,,,,,,,,,,,,,
16,2012,6,0,,,,,57,2356.064,37.700001,.60000002,,,,,,,,,,,,,,,,,,,,,,,
16,2012,9,0,,,,,6311,448323.09,40.599998,8.1999998,,,,,,,,,,,,,,,,,,,,,,,
16,2012,10,0,,,,,321,12468.62,34,.30000001,,,,,,,,,,,,,,,,,,,,,,,
16,2012,5,0,,,,,1603,62143.762,37.200001,.40000001,,,,,,,,,,,,,,,,,,,,,,,
16,2012,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2012,2,0,,,,,117,9718.5576,58.400002,31.9,,,,,,,,,,,,,,,,,,,,,,,
16,2012,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2012,7,0,,,,,94,10100.567,56.200001,27.6,,,,,,,,,,,,,,,,,,,,,,,
16,2012,3,0,,,,,13809,1099100.3,52.299999,21.200001,,,,,,,,,,,,,,,,,,,,,,,
16,2012,1,0,,,,,2942,262999.69,56.099998,30.200001,,,,,,,,,,,,,,,,,,,,,,,
19,2012,2,0,,,,,1700,123097,,,,58,34,541,12838,,,,,,,,,,,,,,,,2299,,
19,2012,1,0,,,,,3810,291780,,,,127,47,1498,30592,,,,,,,,,,,,,,,,5435,,
26,2012,2,0,,,,,5328,461249,,,,1056,,2892,129139,,,,,,,,,,,,,,,,,,
26,2012,4,0,,,,,42,2020,,,,20,,166,5815,,,,,,,,,,,,,,,,,,
26,2012,3,0,,,,,58355,3305878,,,,5975,,28068,963579,,,,,,,,,,,,,,,,,,
26,2012,1,0,,,,,451858,18181136,,,,95741,,298404,4992033,,,,,,,,,,,,,,,,,,
26,2012,5,0,,,,,1651,147363,,,,359,,2164,96587,,,,,,,,,,,,,,,,,,
33,2012,4,0,,,,,2286,213683.83,,,,,,,,,,,,,,,,,,,,,,,,,
33,2012,2,0,,,,,152,9980.3311,,,,,,,,,,,,,,,,,,,,,,,,,
33,2012,3,0,,,,,16430,1065502,,,,,,,,,,,,,,,,,,,,,,,,,
33,2012,1,0,,,,,47040,2740444.8,,,,,,,,,,,,,,,,,,,,,,,,,
35,2012,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2012,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2012,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2012,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2012,1,0,,,,,45156,1648023,,,,,,,,,,,,,,,,,,,,,,,,,
36,2012,2,0,,,,,100363,3256029.5,,,,,,,,,,,,,,,,,,,,,,,,,
38,2012,4,0,,,,,1530,96000,41.799999,,62.995998,96,,671,,,28.284,,,,,,,,,,,,,,,,
38,2012,3,0,,,,,,,46,,41.82,,,,,,14.136,,,,,,,,,,,,,,,,
38,2012,2,0,,,,,,,46,,41.82,,,,,,14.136,,,,,,,,,,,,,,,,
38,2012,5,0,,,,,6870,321000,42,,46.731998,596,,1682,,,22.285999,,,,,,,,,,,,,,,,
38,2012,1,0,,,,,,,46,,41.82,,,,,,14.136,,,,,,,,,,,,,,,,
39,2012,1,0,,,,,23826,999272.56,,,,6935,,18098,234215.22,,,,,,,,,,,,,,,,,,
39,2012,2,0,,,,,39351,1639398.3,,,,14153,,16605,168001.33,,,,,,,,,,,,,,,,,,
39,2012,3,0,,,,,85428,3383105,,,,23478,,44687,624206.5,,,,,,,,,,,,,,,,,,
40,2012,2,0,,,,,17444,826895,,,,,,10472,259685,,,,,,,,,,,,,,,,,,
40,2012,1,0,,,,,41100,1377791,,,,,,24093,289977,,,,,,,,,,,,,,,,,,
40,2012,3,0,,,,,6726,362973,,,53.966,,,2585,61383,,23.746,,,,,,,,,,,,,,,,
53,2012,3,0,,,,,45624,1767958.1,,,,,,,,,,,,,,,,,,,,,,,,,
53,2012,4,0,,,,,112159,4346230.5,,,,,,,,,,,,,,,,,,,,,,,,,
53,2012,5,0,,,,,24340,378770208,35.700001,.07,,,,,,,,,,,,,,,,,,,,,,,
53,2012,2,0,,,,,14718.73,869516,,,,,,,,,,,,,,,,,,,,,,,,,
53,2012,1,0,,,,,5987.2798,353701.44,,,,,,,,,,,,,,,,,,,,,,,,,
54,2012,1,0,,,,,12708,819974.13,53.599998,24.9,,,,,,,,,,,,,,,,,,,,,,,
54,2012,2,0,,,,,5088,331141.31,49.799999,22.299999,,,,,,,,,,,,,,,,,,,,,,,
54,2012,3,0,,,,,64,4475.4751,46.599998,19.5,,,,,,,,,,,,,,,,,,,,,,,
56,2012,2,0,,,,,139319,,,,35.615002,,,58570,,,10.932,,,,,,,,,,,,,,,,
56,2012,1,0,,,,,11,,,,54.164001,,,5902,,,36.980999,,,,,,,,,,,,,,,,
58,2012,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2012,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2012,1,0,,,,,56629,2280610,,,,,,,,,,,,,,,,,,,,,,,,,
59,2012,3,0,,,,,64252,2215375.3,,,,,,,,,,,,,,,,,,,,,,,,,
59,2012,2,0,,,,,41430,1361804.1,,,,,,,,,,,,,,,,,,,,,,,,,
71,2012,1,0,,,,,84910,4926864.5,,,,293,,49048,1197305.3,,,,,,,,,,,,,,,,134251,,
71,2012,2,0,,,,,195248,7602605,,,,739,,103545,1638949.6,,,,,,,,,,,,,,,,299532,,
72,2012,1,0,,,,,7187,542344.69,,,,13,,5099,223064.02,,,,,,,,,,,,,,,,12299,,
72,2012,2,0,,,,,33632,3218933,,,,42,,32708,1644739.5,,,,,,,,,,,,,,,,66383,,
80,2012,2,0,,,913.6311000044803,,46617,1738744.8,,,,7596,,21005.857,483004.78,,,19137.984,449390.25,,,,,,18095.828,954.24207,15518.71,,,,75218.859,,
80,2012,3,0,,,7078,,115624,4850223,,,,75397,,86411,1413416.8,,,70630,1205027.8,,,,,,106860.49,8703,101528.55,,,,277432,,
80,2012,1,0,,,3023.36889999552,,154264,6227382,,,,33632,,69512.141,1729900.4,,,63331.016,1609508.6,,,,,,64810.91,3157.7578,55580.863,,,,257408.14,,
80,2012,4,0,,,181,,3494,188695.59,,,,864,,2979,86376.422,,,2418,74397.258,,,,,,4416.7002,380,7562.4648,,,,7337,,
85,2012,6,0,,,,,4413,177220.55,44,6.5999999,40.159,,,74,213.09599,,,,,,,,,,,,,,,,4487,,
85,2012,4,0,,,,,7526,438500.41,41.400002,14.2,58.702,909,,4510,161399.06,,,,,,,,,,,,,,,,12945,,
85,2012,2,0,,,,,220580,6884093.5,44.700001,10.2,33.783001,269326,,123110,2526154.3,,,,,,,,,,,,,,,,613016,,
85,2012,3,0,,,,,89,3751.3411,38,9.1000004,43.118999,38,,171,3440.9641,,,,,,,,,,,,,,,,298,,
85,2012,5,0,,,,,2535,132415.64,41.599998,5.9000001,52.235001,,,21,62.748001,,,,,,,,,,,,,,,,2556,,
85,2012,1,0,,,,,119345,4557485.5,40.400002,9.1999998,39.667,193145,,67831,1831519.9,,,,,,,,,,,,,,,,380321,,
86,2012,2,0,,,2594,,12654,877675.06,43,15.6,69.359001,52,614,11598,360564.59,69,31.089001,5683,231901.23,69.099998,40.806,,,,97419.289,3321,,,,,24304,,
86,2012,1,0,,,3834,,14635,997570.25,42.299999,15,68.163002,85,2129,15645,492037.75,66.699997,31.450001,7459,312701.69,67.400002,41.923,,,,138139.69,4352,,,,,30365,,
88,2012,2,0,,,,,4671,221539,40.52,7.04,,322,1157,,,,,,,,,,,,,,,,,,3836,,
88,2012,1,0,,,,,168373,9109306,43.889999,12.41,,17003,133817,,,,,,,,,,,,,,,,,,51559,,
91,2012,3,0,,,,,14519,1066800,,,,2170,,11688,,,,,,,,,,,,,,,,,,,
91,2012,1,0,,,,,76569,4208600,,,,24282,,62567,,,,,,,,,,,,,,,,7535,192779,,
91,2012,2,0,,,,,65678,2727800,,,,17422,,59908,,,,,,,,,,,,,,,,3133,146448,,
91,2012,4,0,,,,,10337,590000,,,,3463,,8967,,,,,,,,,,,,,,,,3121,32132,,
92,2012,3,0,,,,,11361,241462,35.599998,.40000001,,15378,,,,,,,,,,,,,,,,,,,,,
92,2012,4,0,,,,,1531,42213,34.700001,.5,,35,,,,,,,,,,,,,,,,,,,,,
92,2012,2,0,,,,,255602,12215543,45.099998,11.1,,71740,,,,,,,,,,,,,,,,,,,,,
92,2012,1,0,,,,,5010,215153,49.5,15.1,,35133,,,,,,,,,,,,,,,,,,,,,
93,2012,4,0,,,,,984,126515.83,,,,,,,,,,,,,,,,,,,,,,,,,
93,2012,1,0,,,,,83591,4101454.8,,,,,,,,,,,,,,,,,,,,,,,,,
93,2012,3,0,,,,,235,20447.219,,,,,,,,,,,,,,,,,,,,,,,,,
93,2012,2,0,,,,,20376,1350029.5,,,,,,,,,,,,,,,,,,,,,,,,,
95,2012,2,0,,,,,13212,961958.88,,,,2808,,10622,456651.09,,,,,,,,,,,,,,,,,,
95,2012,1,0,,,,,11166,643909.13,,,,2675,,11200,298775.81,,,,,,,,,,,,,,,,,,
100,2012,3,0,,,,,82329,3053114,,,,,,,,,,,,,,,,,,,,,,,,,
100,2012,2,0,,,,,53101,1885753,,,,,,,,,,,,,,,,,,,,,,,,,
100,2012,1,0,,,,,50318,2092882,,,,,,,,,,,,,,,,,,,,,,,,,
105,2012,2,0,,,,,37404,1475363.4,42.5,9.1000004,,,,,,,,,,,,,,,,,,,,,,,
105,2012,1,0,,,,,94945,4102193.8,45,9.8999996,,,,,,,,,,,,,,,,,,,,,,,
105,2012,3,0,,,,,320,19496.961,53.299999,10.2,,,,,,,,,,,,,,,,,,,,,,,
115,2012,1,0,,,,,78380,3713119,,,,10537,30300,54008,967750,,,,,,,,,,,,,,,,142925,,
115,2012,2,0,,,,,104895,4162579,,,,12837,57402,49696,634291,,,,,,,,,,,,,,,,167428,,
115,2012,3,0,,,,,147216,7004577,,,,17922,34097,74169,1611894,,,,,,,,,,,,,,,,239307,,
115,2012,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,2012,5,0,,,,,19353,1105100,40.700001,12.8,57.104,4742,,,,,,,,,,,,,,,,,,,,,
125,2012,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,2012,4,0,,,,,1408,104100,55,13.8,73.968002,641,,,,,,,,,,,,,,,,,,,,,
125,2012,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,2012,6,0,,,,,2727,193500,41.5,14.5,70.948997,203,,,,,,,,,,,,,,,,,,,,,
125,2012,1,0,,,,,231765,11041000,46.099998,11.7,47.639,144421,,,,,,,,,,,,,,,,,,,,,
1,2001,0,0,,,2537,,80256,2408543,,,30.011,7720,,27064,378196.06,,13.974137,21541,332821.94,,,,,,25456.566,2986,,0,,,115040,0,1
1,2002,0,0,,,2671,,81545,2525514,,,30.971001,8898,,28415,411556.94,,14.483791,22307,351476.38,,,,,,26915.596,3009,,428,428,,118858,0,1
1,2003,0,0,,,,,82304,2628626.3,,,31.938,,,29926.5,454751.06,,15.195598,28951,430979.13,,,,,,,,,923,923,,,0,1
1,2004,0,0,,,2950,,81249,2625617.5,,,32.316002,9507,,31438,497945.22,,15.83896,23969,401661.66,,,,,,31075.668,3079,,1440,1440,,122194,0,1
1,2005,0,0,,,3140,,82830,2808823,,,33.910999,9959,,33266,539462.06,,16.216619,25260,431066.75,,,,,,33441.309,3113,,1753,1753,,126055,0,1
1,2006,0,0,,,3221,,84482,2952186.8,,,34.945,10416,,34498,615907.94,,17.853439,26189,495497.16,,,,,,37664.707,3183,,1905,1905,,129396,0,1
1,2007,0,0,,,3286,,86668,3169432.3,,,36.57,10826,,35852,650343.5,,18.139671,27302,527509.44,,,,,,38824.121,3225,,2039,2039,,133346,0,1
1,2008,0,0,,,3352,,88002,3369696.8,,,38.291,11399,,37129,690034.94,,18.584797,28262,556377.63,,,,,,40114.953,3331,,2184,2184,,136530,0,1
1,2009,0,0,,,3446,,87647,3478635.5,,,39.688999,11744,,38784,734599.88,,18.940798,29589,590958.69,,,,,,41936.586,3378,,2371,2371,,138175,0,1
1,2010,0,0,,,3556,,86967,3464913,,,39.841999,11490,,40164,778328.44,,19.378757,30627,622865.38,,20.337,,,,43940.348,3388,,2593,2593,,138621,0,1
1,2011,0,0,,,3684,,85633,3377717.5,,,39.444,10461,,41793,827273.75,,19.794554,31974,661946.31,68.919998,20.702999,,,,46292.516,3427,,2708,2708,,137887,0,1
1,2012,0,0,,,3826,,84169,3124791.5,,,37.125,10554,,43097,864958.38,,20.070036,33652,711322.63,68.839996,21.138,,,,49276.684,3498,,2121,2121,,137820,0,1
1,2013,0,0,,,3970,,84035,3307511.5,,,39.359001,9573,,44193,898211.88,,20.324755,35146,757934.56,68.919998,21.565001,,,,52122.004,3563,,1514,1514,,137801,0,1
1,2014,0,0,,,4032,,84694,3387186.8,,,39.993,8998,18793,45275,930223.38,,20.546072,36714,805722.5,68.989998,21.945999,,,,53793.625,3638,,891,891,,138967,0,1
1,2015,0,0,,,4120,,84563,3461155.3,,,40.93,9641,19417,46514,966982.56,,20.789064,38247,854246.81,,,,,,55992.93,3751,,396,396,,140718,0,1
1,2016,0,0,,,4120,,84563,3461155.3,,,40.93,9641,19417,46514,966982.56,,20.789064,38247,854246.81,,,,,,55992.93,3751,,396,396,,140718,0,0
2,2001,0,0,,,2872,,130066,4305080,,,33.098999,15405,,48845,818744.63,,16.762096,43644,769132.88,,,,,,27960.436,2329,,0,0,,194316,0,1
2,2002,0,0,,,3101,,128649,4332119.5,,,33.674,16908,,52256,886969,,16.973534,45741,818141.13,,,,,,30011.004,2441,,973,973,,197813,0,1
2,2003,0,0,,,3310,,129617,4486058,,,34.610001,16250,,56263,1027877,,18.269146,47685,884651.44,,,,,,32991.566,2557,,2711,2711,,202130,0,1
2,2004,0,0,,,3599,,131814,4494548.5,,,34.098,14588,,60934,1144626.8,,18.784697,50127,942548,,,,,,35892.57,2740,,4468,4468,,207336,0,1
2,2005,0,0,,,3796,,135126,4733416,,,35.029999,14520,,64362,1210649.1,,18.809999,52717,998433.06,,,,,,37626.598,3010,,4839,4839,,214008,0,1
2,2006,0,0,,,3947,,138613,5108188,,,36.852001,16913,,66768,1399366.6,,20.958643,54286,1151850,,,,,,43328.914,3160,,5375,5375,,222294,0,1
2,2007,0,0,,,4113,,141217,5589726.5,,,39.583,16781,,69500,1465133.3,,21.081055,57041,1227594.6,,,,,,44924.301,3275,,5071,5071,,227498,0,1
2,2008,0,0,,,4235,,141528,5969303,,,42.178001,16791,,72097,1531056,,21.236057,59263,1284793.5,,,,,,46057.211,3430,,5169,5169,,230416,0,1
2,2009,0,0,,,4373,,137935,5908098,,,42.832001,17265,,74621,1601275.6,,21.45878,61345,1342111.1,,,,,,47570.039,3563,,5340,5340,,229821,0,1
2,2010,0,0,,,4526,,136290,5836903,,,42.827,20163,,77428,1679430.9,,21.690228,63450,1398930.1,,22.048,,,,49533.973,3715,,5737,5737,,233881,0,1
2,2011,0,0,,,4710,,135768,5807656,44.970001,10.46,42.776001,17559,,80248,1760247.3,,21.935091,66067,1471129.5,69.5,22.267,,,,51826.25,3846,,5625,5625,,233575,0,1
2,2012,0,0,,,4949,,133791,5936831,45.189999,10.65,44.374001,18568,,82806,1818998.9,,21.966993,69401,1559204.8,69.5,22.466999,,,,54884.734,4020,,4436,4436,,235165,0,1
2,2013,0,0,,,5152,,133919,6065042.5,,,45.289001,17643,,84774,1871441.4,,22.075653,72376,1649431.8,,,,,,,4217,,3029,3029,,236336,0,1
2,2014,0,0,,,5338,,135230,6214949.5,45.290001,10.98,45.958,15402,29841,86957,1927711.9,,22.168564,75467,1741279.4,69.900002,23.073,,,,59737.23,4404,,1748,1748,,237589,0,1
2,2015,0,0,,,5523,,135986,6297938.5,,,46.313,15916,29071,89332,,,23.881275,78547,1833828.8,,,,,,62204.273,4563,,699,699,,241234,0,1
2,2016,0,0,,,5523,,135986,6297938.5,,,46.313,15916,29071,89332,,,23.881275,78547,1833828.8,,,,,,62204.273,4563,,699,699,,241234,0,0
3,2001,0,0,,,,,32441,1360413.4,43.75,8.4899998,41.935001,6187,11403,16274,,,16.488001,16274,,64.550003,16.488001,,,,,0,,0,,,54902,0,0
3,2002,0,0,,,,,33242,1402679.4,43.990002,8.4700003,42.195999,5702,11301,17215,,,17.028,17215,,64.699997,17.028,,,,,0,,0,,,56159,0,0
3,2003,0,0,,,,,34065,1460775.4,44.23,8.5200005,42.882,5841,10798,18431,,,17.280001,18431,,64.809998,17.280001,,,,,0,,0,,,58337,0,0
3,2004,0,0,,,,,33612,1472978.8,44.639999,8.6999998,43.823002,5965,11860,19572,,,17.615999,19572,,64.989998,17.615999,,,,,0,,0,,,59149,0,0
3,2005,0,0,,,,,33730,1513127.9,44.82,8.7200003,44.860001,6105,12761,20703,,,17.964001,20703,,65.209999,17.964001,,,,,0,,0,,,60538,0,0
3,2006,0,0,,,,,34071,1590706.9,45.040001,8.9200001,46.688,6219,14155,21901,,,18.275999,21901,,65.400002,18.275999,,,,,0,,0,,,62191,0,0
3,2007,0,0,,,,,31362,1605828.5,46.060001,9.6599998,51.202999,6398,14902,22997,,,18.624001,22997,,65.690002,18.624001,,,,,0,,0,,,60757,0,0
3,2008,0,0,,,,,28850,1577835.4,47.009998,10.48,54.691002,6627,14930,24082,,,18.875999,24082,,66.010002,18.875999,,,,,0,,0,,,59559,0,0
3,2009,0,0,,,,,27565,1585483.8,47.849998,11.19,57.518002,6566,14626,25015,,,19.308001,25015,,33.389999,19.308001,,,,,0,,0,,,59146,0,0
3,2010,0,0,,,,,26442,1586705.1,48.580002,11.84,60.007,6253,14543,26237,,,19.511999,26237,,66.709999,19.511999,,,,,0,,0,,,58932,0,0
3,2011,0,0,,,,,24393,1541662,49.220001,12.6,63.201,6414,14028,27359,,,19.944,27359,,67.050003,19.944,,,,,0,,0,,,58166,0,0
3,2012,0,0,,,,,22730,1502885,49.849998,13.32,66.119003,6294,13552,28540,,,20.459999,28540,,67.410004,20.459999,,,,,0,,0,,,57567,0,0
3,2013,0,0,,,,,20955,1450316.5,50.389999,14,69.210999,6230,13162,29865,,,16.98,29865,,67.760002,16.98,,,,,,,0,,,57050,0,0
3,2014,0,0,,,230,,19297,1382654.4,50.900002,14.64,71.651001,6167,12713,31112,,,17.448,27621,,,,,,,,3261,,0,,,56576,0,0
3,2015,0,0,,,,,17660,1293559.8,,,73.248001,6304,12339,32145,,,68.599998,,,,,,,,,,,,,,56109,0,0
3,2016,0,0,,,,,17660,1293559.8,,,73.248001,6304,12339,32145,,,68.599998,,,,,,,,,,,,,,56109,0,0
4,2001,0,0,,,101,9,9815,49618.777,44.189999,10.62,50.554001,767,2207,7333,217271.05,63.299999,29.629,6754,,63.119999,30.587999,53.52,,,,478,469,0,,,17915,0,0
4,2002,0,0,,,85,17,9690,509436.72,44.150002,10.33,52.573002,783,2447,7804,237094.55,63.169998,30.381001,7201,,63.27,31.416,53.529999,,,,518,501,0,,,18277,0,0
4,2003,0,0,,,82,1,9873,532630.19,44.279999,10.39,53.948002,708,2327,8312,255192.61,63.599998,30.702,7680,,63.5,31.775999,53.639999,,,,550,549,0,,,18893,0,0
4,2004,0,0,,,76,3,9688,522421.41,44.560001,10.65,53.924999,724,2746,8707,267556.31,63.950001,30.729,8052,,63.849998,31.788,53.68,,,,579,576,0,,,19119,0,0
4,2005,0,0,,,66,1,9656,535836.56,44.759998,10.58,55.493,826,2874,9020,265746.16,64.419998,29.462,8351,,64.32,30.444,53.77,,,,603,602,0,,,19502,0,0
4,2006,0,0,,,63,1,9710,574409,45.02,10.87,59.155998,795,3085,9386,278528.28,64.830002,29.674999,8675,,64.720001,30.695999,53.810001,,,,648,647,0,,,19891,0,0
4,2007,0,0,,,55,1,9107,554244.81,45.84,11.7,60.859001,846,3044,9678,305031.53,65.330002,31.518,8926,,65.190002,32.675999,53.91,,,,697,696,0,,,19631,0,0
4,2008,0,0,,,47,3,8531,549148.31,46.639999,12.44,64.371002,873,2971,10026,318489.84,65.82,31.766001,9250,,65.660004,32.939999,54.029999,,,,729,726,0,,,19430,0,0
4,2009,0,0,,,46,3,8226,557025.5,47.419998,13.19,67.714996,884,2830,10255,331135.59,66.419998,32.290001,9432,,66.25,33.528,54.099998,,,,777,774,0,,,19365,0,0
4,2010,0,0,,,44,6,7832,564886.81,48.099998,13.97,72.125,840,2789,10598,342621,66.910004,32.328999,9707,,66.720001,33.647999,54.259998,,,,847,841,0,,,19270,0,0
4,2011,0,0,,,34,6,7303,545155.13,48.5,14.52,74.648003,852,2675,11016,360702.63,67.400002,32.743999,10094,,67.190002,34.068001,54.48,,,,888,882,0,,,19171,0,0
4,2012,0,0,,,33,4,6845,529468.25,49.029999,15.16,77.350998,868,2559,11301,378424.75,67.879997,33.486,10371,,67.669998,34.812,54.650002,,,,897,893,0,,,19014,0,0
4,2013,0,0,,,,,6352,504260.16,49.450001,15.8,79.386002,906,2448,11705,396159.69,68.379997,33.845001,,,,,,,,,,,0,,,18963,0,0
4,2014,0,0,,,30,,5861,474873.22,49.790001,16.43,81.023003,995,2328,12029,412835.28,69.089996,34.32,10960,,,,,,,,1039,,,,,18885,0,0
