ppd_id,fy,EEGroupID,TierID,source_ActLiabilities,notes_ActLiabilities,PVFB_InactiveNonVested,PVFB_active,PVFB_InactiveVested,PVFB_retiree,PVFB_other,PVFB_tot,PVFNC_tot,PVFNC_EE,PVFNC_ER,PVFS,MktAssets_ActRpt,ActAssets_AVA,ActLiabilities_EAN,ActLiabilities_PUC
105,2007,0,0,2010 TXERS AV p 15,,,,,11519930,,,,,,,23479672,,,
105,2008,0,0,2012 TXERS AV p 15,,,,,12195833,,,,,,,21464266,,,
105,2009,0,0,2012 TXERS AV p 15,,,,,12648155,,,,,,,19097776,,,
105,2010,0,0,2012 TXERS AV p 15,,,,,13407823,,,,,,,19580610,,,
105,2011,0,0,2012 TXERS AV p 15,,,,,14325178,,,,,,,21204092,,,
105,2012,0,0,2013 TXERS AV p 19,p. 26,,13502938,1230262.5,15243956,,,,2254665.5,1928606.3,,21825644,,,
105,2013,0,0,2013 TXERS AV p 19,,,,,16148245,,,,,,,22868542,,,
105,2014,0,0,2014 TXERS AV p 50,,,,,17113870,,,,,,,,,,
105,2015,0,0,,,,,,,,,,,,,,,,
105,2016,0,0,,,,,,,,,,,,,,,,
106,2001,0,0,,,,,,155471,,,,,,,,,,
106,2002,0,0,,,,,,182771,,,,,,,,,,
106,2003,0,0,,,,,,218306,,,,,,,,,,
106,2004,0,0,,,,,,233720,,,,,,,,,,
106,2005,0,0,,,,,,251475,,,,,,,,,,
106,2006,0,0,,,,,,256920,,,,,,,,,,
106,2007,0,0,2010 TXLECOSRF AV p 15,,,,,278100,,,,,,,762939.69,,,
106,2008,0,0,2012 TXLECOSRF AV p 15,,,,,314600,,,,,,,704940,,,
106,2009,0,0,2012 TXLECOSRF AV p 15,,,,,334600,,,,,,,634778.75,,,
106,2010,0,0,2012 TXLECOSRF AV p 15,,,,,368000,,,,,,,668352.94,,,
106,2011,0,0,2012 TXLECOSRF AV p 15,,,,,400900,,,,,,,737416.63,,,
106,2012,0,0,2013 TXLECOSRF AV p 18,p. 26,,775371.94,4391.8779,447500,,,,,,,74767.313,,,
106,2013,0,0,2013 TXLECOSRF AV p 18,,,,,482700,,,,,,,780669.69,,,
106,2014,0,0,,No 2014 AV,,,,,,,,,,,,,,
106,2015,0,0,,,,,,,,,,,,,,,,
106,2016,0,0,,,,,,,,,,,,,,,,
107,2001,0,0,,,,,,,,,,,,,,,,
107,2002,0,0,,,,,,,,,,,,,,,,
107,2003,0,0,,,,,,,,,,,,,,,,
107,2004,0,0,,,,,,,,,,,,,,,,
107,2005,0,0,,,,,,,,,,,,,,,,
107,2006,0,0,,,,,,,,,,,,,,,,
107,2007,0,0,2008 TXMRS AV p 9,,,,,4773726,,,,,,,,,,
107,2008,0,0,2008 TXMRS AV p 9,,,,,5227615,,,,,,,14609962,,,
107,2009,0,0,2010 TXMRS AV p 10,,,,,2324048.5,,,,,,,16305676,,,
107,2010,0,0,2010 TXMRS AV p 10,Retiree PVFB data reflects Post-Restructuring.,,,,7598610,,,,,,,17992494,,,
107,2011,0,0,2012 TXMRS AV p 10,Retiree PVFB data reflects Post-Restructuring.,,,,8187959.5,,,,,,,18571294,,,
107,2012,0,0,2012 TXMRS AV p 9 and 10,Retiree PVFB data reflects Post-Restructuring. No Active or Inactive PVFB,,,,8832023,,,,,,,20490600,,,
107,2013,0,0,2013 TXMRS AV p 9 and 10,Retiree PVFB data reflects Post-Restructuring.,,,,9860822,,,,,,,,,,
107,2014,0,0,,,,,,,,,,,,,,,,
107,2015,0,0,,,,,,,,,,,,,,,,
107,2016,0,0,,,,,,,,,,,,,,,,
108,2001,0,0,,,,,,,,,,,,,,,,
108,2002,0,0,,,,,,37937548,,,,,,,,,,
108,2003,0,0,,,,,,41474984,,,,,,,,,,
108,2004,0,0,,,,,,45796276,,,,,,,,,,
108,2005,0,0,,,,,,47410428,,,,,,,,,,
108,2006,0,0,,,,,,49140068,,,,,,,,,,
108,2007,0,0,,,,,,51292676,,,,,,,,,,
108,2008,0,0,2009 TRS AV p 9,,,,,53278756,,,,,,,104910000,,,
108,2009,0,0,2009 TRS AV p 9,,,,,55554500,,,,,,,88653000,,,
108,2010,0,0,2011 TRS AV p 9,,,,,58476272,,,,,,,95688000,,,
108,2011,0,0,2011 TRS AV p 9,,,,,63470168,,,,,,,107421000,,,
108,2012,0,0,2013 TRS AV p 11,p. 29&30,,105134352,4317342,68449360,,,33473826,,,,111450000,,,
108,2013,0,0,2013 TRS AV p 11,,,,,73844184,,,,,,,117388000,,,
108,2014,0,0,,No 2014 AV,,,,,,,,,,,,,,
108,2015,0,0,,,,,,,,,,,,,,,,
108,2016,0,0,,,,,,,,,,,,,,,,
109,2001,0,0,,,,,,1104213.1,,,,,,,,,,
109,2002,0,0,,,,,,,,,,,,,,,,
109,2003,0,0,,,,,,1304957.8,,,,,,,,,,
109,2004,0,0,,,,,,,,,,,,,,,,
109,2005,0,0,,,,,,1563938.9,,,,,,,,,,
109,2006,0,0,,,,,,,,,,,,,,,,
109,2007,0,0,2007 TCRS AV p 23,,,,,1902875.1,,,,,,,4897974,,,
109,2008,0,0,,,,,,,,,,,,,,,,
109,2009,0,0,2009 TCRS AV p 24,,,,,2190077.3,,,,,,,5304455.5,,,
109,2010,0,0,,,,,,,,,,,,,,,,
109,2011,0,0,2011 TCRS AV p 71,,,,,2560587.5,,,,,,,6022512.5,,,
109,2012,0,0,,,,,,,,,,,,,,,,
109,2013,0,0,2013 TCRS AV p 71,FYE 2013. Biennial valuation,,6113913,298993.25,3075665.3,,,,,,,7081168.5,,,
109,2014,0,0,,,,,,,,,,,,,,,,
109,2015,0,0,,,,,,,,,,,,,,,,
109,2016,0,0,,,,,,,,,,,,,,,,
110,2001,0,0,,,,,,7562097,,,,,,,,,,
110,2002,0,0,,,,,,,,,,,,,,,,
110,2003,0,0,,,,,,8799583,,,,,,,,,,
110,2004,0,0,,,,,,,,,,,,,,,,
110,2005,0,0,,,,,,10336859,,,,,,,,,,
110,2006,0,0,,,,,,,,,,,,,,,,
110,2007,0,0,,,,,,12340981,,,,,,,32174398,,,
110,2008,0,0,,,,,,,,,,,,,,,,
110,2009,0,0,2011 TCRS PSPP SETHEEPP AV p 71-73,,,,,13917375,,,,,,,21673390,,,
110,2010,0,0,2011 TCRS PSPP SETHEEPP AV p 71-73,,,,,,,,,,,,23319482,,,
110,2011,0,0,2013 TCRS PSPP SETHEEPP AV p 71-73,,,,,15744159,,,,,,,27318822,,,
110,2012,0,0,2013 TCRS PSPP SETHEEPP AV p 71-73,,,,,,,,,,,,28168468,,,
110,2013,0,0,2013 TCRS PSPP SETHEEPP AV p 71-73,FYE 2013. Biennial valuation,,19656806,854043,18535760,,,,,,,30140974,,,
110,2014,0,0,,,,,,,,,,,,,,,,
110,2015,0,0,,,,,,,,,,,,,,,,
110,2016,0,0,,,,,,,,,,,,,,,,
111,2001,0,0,,,,,,8774574,,,,,,,,,,
111,2002,0,0,,,,,,9476643,,,,,,,,,,
111,2003,0,0,,,,,,10474331,,,,,,,,,,
111,2004,0,0,,,,,,11613731,,,,,,,,,,
111,2005,0,0,,,,,,12464977,,,,,,,,,,
111,2006,0,0,,,,,,15115386,,,,,,,,,,
111,2007,0,0,2007 UCRS AV p 33,,,,,16657742,,,,,,,48105348,,,
111,2008,0,0,2009 UCRS AV p 32,,,,,18299464,,,,,,,42023160,,,
111,2009,0,0,2009 UCRS AV p 32,,,,,19273328,,,,,,,32258542,,,
111,2010,0,0,2011 UCRS AV p 35,,,,,20723156,,,,,,,34574456,,,
111,2011,0,0,2011 UCRS AV p 35,,,,,22989856,,,,,,,41872656,,,
111,2012,0,0,2013 UCRS AV p 37,P. 36,,3809486,4684503,24725076,,,,,,,41806484,,,
111,2013,0,0,2013 UCRS AV p 37,,,,,26583464,,,,,,,45340728,,,
111,2014,0,0,,No 2014 AV,,,,,,,,,,,,,,
111,2015,0,0,,,,,,,,,,,,,,,,
111,2016,0,0,,,,,,,,,,,,,,,,
112,2001,0,0,,,,,,,,,,,,,,,,
112,2002,0,0,,,,,,,,,,,,,,,,
112,2003,0,0,,,,,,,,,,,,,,,,
112,2004,0,0,,,,,,,,,,,,,,,,
112,2005,0,0,,,,,,,,,,,,,,,,
112,2006,0,0,2007 URS AV  p.37,,,,,6285758,,,,,,,,,,
112,2007,0,0,2008 URS AV p 36,,,,,7196045,,,,,,,16564574,,,
112,2008,0,0,2009 URS AV p 39,,,,,7671008,,,,,,,12533979,,,
112,2009,0,0,2010 URS AV p 52 p.37,,,,,8347578,,,,,,,13992989,,,
112,2010,0,0,2011 URS AV p 52 p.39,,,,,8958451,,,,,,,15585991,,,
112,2011,0,0,2012 URS AV p 52 P 39,,,,,9484775,,,,,,,15704227,,,
112,2012,0,0,2013 URS AV p 51 P. 38,p. 38,,14107294,113975,9484775,,,,,,,17392872,,,
112,2013,0,0,2014 URS AV p 51 p.36,,,,,10798876,,,,,,,,,,
112,2014,0,0,,No FYe Data,,,,,,,,,,,,,,
112,2015,0,0,,,,,,,,,,,,,,,,
112,2016,0,0,,,,,,,,,,,,,,,,
113,2001,0,0,2001 VTSERS AV p 17,,,,,436590.34,,,,,,,,,,
113,2002,0,0,2002 VTSERS AV p 17,,,,,414998.81,,,,,,,,,,
113,2003,0,0,2003 VTSERS AV p 17,,,,,447623.25,,,,,,,,,,
113,2004,0,0,2004 VTSERS AV p 17,,,,,480646.44,,,,,,,,,,
113,2005,0,0,2005 VTSERS AV p 17,,,,,540328.44,,,,,,,,,,
113,2006,0,0,2006 VTSERS AV p 17,,,,,573091.13,,,,,,,,,,
113,2007,0,0,2007 VTSERS AV p 17,,,,,632304.25,,,,,,,1392327.5,,,
113,2008,0,0,2008 VTSERS AV p 17,,,,,683997.56,,,,,,,1282493.9,,,
113,2009,0,0,2009 VTSERS AV p 17,,,,,760453.31,,,,,,,1014698,,,
113,2010,0,0,2010 VTSERS AV p 17,,,,,863268.06,,,,,,,1169844.9,,,
113,2011,0,0,2011 VTSERS AV p 17,,,,,953911.75,,,,,,,1380606.8,,,
113,2012,0,0,2012 VTSERS AV p 17,,,1111463.4,,1030219.1,,,,,,,1378489.5,,,
113,2013,0,0,2012 VTSERS AV p 17,,,,,1084391.9,,,,,,,1470493.9,,,
113,2014,0,0,2014  VTSERS AV p 14,,,,,1142767.3,,,,,,,,,,
113,2015,0,0,,,,,,,,,,,,,,,,
113,2016,0,0,,,,,,,,,,,,,,,,
114,2001,0,0,,,,,,458852.66,,,,,,,,,,
114,2002,0,0,,,,,,501833.34,,,,,,,,,,
114,2003,0,0,,,,,,551574.19,,,,,,,,,,
114,2004,0,0,,,,,,607712.44,,,,,,,,,,
114,2005,0,0,,,,,,662988.69,,,,,,,,,,
114,2006,0,0,,,,,,715195.81,,,,,,,,,,
114,2007,0,0,2007 VTTRS AV p 8,,,,,795812.38,,,,,,,1647057.6,,,
114,2008,0,0,2008 VTTRS AV p 8,,,,,880528.75,,,,,,,1501320.1,,,
114,2009,0,0,2009 VTTRS AV p 8,,,,,972834.75,,,,,,,1145066.1,,,
114,2010,0,0,2011 VTTRS AV p 8,,,,,1011709.9,,,,,,,1305250,,,
114,2011,0,0,2011 VTTRS AV p 8,,,,,1307685.9,,,,,,,1520766.9,,,
114,2012,0,0,2012 VTTRS AV p 8,p. 18. Actives include inactives,,1271547.3,,1441535.6,,,,,,,1491619.9,,,
114,2013,0,0,2013 VTTRS AV p 8,,,,,1533804.3,,,,,,,1554351.6,,,
114,2014,0,0,2014 VTTRS AV p 18,,,,,1620831.1,,,,,,,,,,
114,2015,0,0,,,,,,,,,,,,,,,,
114,2016,0,0,,,,,,,,,,,,,,,,
115,2001,0,0,,,,,,,,,,,,,,,,
115,2002,0,0,,,,,,,,,,,,,,,,
115,2003,0,0,,,,,,,,,,,,,,,,
115,2004,0,0,,,,,,,,,,,,,,,,
115,2005,0,0,,,,,,,,,,,,,,,,
115,2006,0,0,,,,,,,,,,,,,,,,
115,2007,0,0,,Incomplete,,,,,,,,,,,,,,
115,2008,0,0,,Incomplete,,,,,,,,,,,,,,
115,2009,0,0,,Incomplete,,,,,,,,,,,12556135,,,
115,2010,0,0,,,,,,,,,,,,,44645816,,,
115,2011,0,0,,,,,,,,,,,,,51280336,,,
115,2012,0,0,,States/ TRS and Political Sub,,49842560,2686236.8,37310204,,,,,,,50266720,,,
115,2013,0,0,2013 VARS AVP 18,,,,,,,,,,,,54972736,,,
115,2014,0,0,,,,,,,,,,,,,,,,
115,2015,0,0,,,,,,,,,,,,,,,,
115,2016,0,0,,,,,,,,,,,,,,,,
117,2001,0,0,2001 AV p 19,No Data,,,,32000,,,,,,,,,,
117,2002,0,0,2002 AV p 19,,,,,48000,,,,,,,,,,
117,2003,0,0,2003 AV p 19,,,,,71000,,,,,,,,,,
117,2004,0,0,2004 AV p 19,,,,,109000,,,,,,,,,,
117,2005,0,0,2005 AV p 25,,,,,164000,,,,,,,,,,
117,2006,0,0,2006 AV p 25,,,,,254000,,,,,,,,,,
117,2007,0,0,2007 WA DRS AV p 25,,,,,328000,,,,,,,5185000,,,
117,2008,0,0,2008 WA DRS AV p 25,,,,,437000,,,,,,,5315000,,,
117,2009,0,0,2009 WA DRS AV p 155,,,,,571000,,,,,,,4309000,,,
117,2010,0,0,2010 WA DRS AV p 25,,,,,738000,,,,,,,5081000,,,
117,2011,0,0,2011 WA DRS AV p 25,,,,,1035000,,,,,,,6366000,,,
117,2012,0,0,2012 WA DRS AV p 155,p 18,,7774000,140000,1287000,,,,,,,6640000,,,
117,2013,0,0,2013 WA DRS AV p 18,p 18,,,,1709000,,,,,,,,,,
117,2014,0,0,,,,,,,,,,,,,,,,
117,2015,0,0,,,,,,,,,,,,,,,,
117,2016,0,0,,,,,,,,,,,,,,,,
119,2001,0,0,2001 AV p 19,No Data,,,,,,,,,,,,,,
119,2002,0,0,2002 AV p 19,,,,,720000,,,,,,,,,,
119,2003,0,0,2003 AV p 19,,,,,860000,,,,,,,,,,
119,2004,0,0,2004 AV p 19,,,,,1019000,,,,,,,,,,
119,2005,0,0,2005 AV p 25,,,,,1234000,,,,,,,,,,
119,2006,0,0,2006 AV p 25,,,,,1453000,,,,,,,,,,
119,2007,0,0,2007 WA DRS AV p 25,,,,,1738000,,,,,,,17559000,,,
119,2008,0,0,2008 WA DRS AV p 25,,,,,2057000,,,,,,,17661000,,,
119,2009,0,0,2009 WA DRS AV p 155,,,,,2424000,,,,,,,14177000,,,
119,2010,0,0,2010 WA DRS AV p 25,,,,,3095000,,,,,,,16367000,,,
119,2011,0,0,2011 WA DRS AV p 25,,,,,3886000,,,,,,,20097000,,,
119,2012,0,0,2012 WA DRS AV p 155,p 18,,22086000,1987000,4723000,,,,,,,20678000,,,
119,2013,0,0,2013 WA DRS AV p 18,p 18,,,,6099000,,,,,,,,,,
119,2014,0,0,,No AV,,,,,,,,,,,,,,
119,2015,0,0,,,,,,,,,,,,,,,,
119,2016,0,0,,,,,,,,,,,,,,,,
120,2001,0,0,2001 AV p 19,,,,,15000,,,,,,,,,,
120,2002,0,0,2002 AV p 19,,,,,38000,,,,,,,,,,
120,2003,0,0,2003 AV p 19,,,,,65000,,,,,,,,,,
120,2004,0,0,2004 AV p 19,,,,,102000,,,,,,,,,,
120,2005,0,0,2005 AV p 25,,,,,144000,,,,,,,,,,
120,2006,0,0,2006 AV p 25,,,,,186000,,,,,,,,,,
120,2007,0,0,2007 WA DRS AV p 25,,,,,221000,,,,,,,2512000,,,
120,2008,0,0,2008 WA DRS AV p 25,,,,,281000,,,,,,,2443000,,,
120,2009,0,0,2009 WA DRS AV p 155,,,,,347000,,,,,,,1944000,,,
120,2010,0,0,2010 WA DRS AV p 25,,,,,420000,,,,,,,2237000,,,
120,2011,0,0,2011 WA DRS AV p 25,,,,,528000,,,,,,,2746000,,,
120,2012,0,0,2012 WA DRS AV p 155,p 18. Check millions,,2875000,367000,651000,,,,,,,2827000,,,
120,2013,0,0,2013 WA DRS AV p 18,,,,,839000,,,,,,,,,,
120,2014,0,0,,,,,,,,,,,,,,,,
120,2015,0,0,,,,,,,,,,,,,,,,
120,2016,0,0,,,,,,,,,,,,,,,,
122,2001,0,0,2001 AV p 19,,,,,99000,,,,,,,,,,
122,2002,0,0,2002 AV p 19,,,,,122000,,,,,,,,,,
122,2003,0,0,2003 AV p 19,,,,,151000,,,,,,,,,,
122,2004,0,0,2004 AV p 19,,,,,194000,,,,,,,,,,
122,2005,0,0,2005 AV p 25,,,,,262000,,,,,,,,,,
122,2006,0,0,2006 AV p 25,,,,,324000,,,,,,,,,,
122,2007,0,0,2007 WA DRS AV p 25,,,,,364000,,,,,,,6190000,,,
122,2008,0,0,2008 WA DRS AV p 25,,,,,453000,,,,,,,6035000,,,
122,2009,0,0,2009 WA DRS AV p 155,,,,,573000,,,,,,,4789000,,,
122,2010,0,0,2010 WA DRS AV p 25,,,,,701000,,,,,,,5547000,,,
122,2011,0,0,2011 WA DRS AV p 25,,,,,916000,,,,,,,6839000,,,
122,2012,0,0,2012 WA DRS AV p 155,p 18. Check millions,,8409000,659000,1174000,,,,,,,7087000,,,
122,2013,0,0,2013 WA DRS AV p 18,,,,,1573000,,,,,,,,,,
122,2014,0,0,,,,,,,,,,,,,,,,
122,2015,0,0,,,,,,,,,,,,,,,,
122,2016,0,0,,,,,,,,,,,,,,,,
123,2001,0,0,,,,,,,,,,,,,,,,
123,2002,0,0,,,,,,,,,,,,,,,,
123,2003,0,0,,No FYe data,,,,,,,,,,,,,,
123,2004,0,0,2005 WVPERS AV p 7,,,,,1497586,,,,,,,,,,
123,2005,0,0,2005 WVPERS AV p 7,,,,,1628137,,,,,,,,,,
123,2006,0,0,2006 WVPERS AV p 7,,,,,1819917,,,,,,,,,,
123,2007,0,0,2007 WVPERS AV p 7,,,,,1960082,,,,,,,4293296,,,
123,2008,0,0,2008 WVPERS AV p 7,,,,,2094341,,,,,,,3939059,,,
123,2009,0,0,2009 WVPERS AV p 7,,,,,2244157,,,,,,,3248270,,,
123,2010,0,0,2010 WVPERS AV p 7,,,,,2448404,,,,,,,3686588,,,
123,2011,0,0,2011 WVPERS AV p 7,,,,,2639673,,,,,,,4544625,,,
123,2012,0,0,2012 WVPERS AV p 14,,11342,3792411,141098,2796728,,,,,,,4523032,,,
123,2013,0,0,2013 WVPERS AV p 8,,,,,2979359,,,,,,,4999633,,,
123,2014,0,0,,No FYe data,,,,,,,,,,,,,,
123,2015,0,0,,,,,,,,,,,,,,,,
123,2016,0,0,,,,,,,,,,,,,,,,
124,2001,0,0,,,,,,,,,,,,,,,,
124,2002,0,0,,,,,,,,,,,,,,,,
124,2003,0,0,,No FYe data,,,,,,,,,,,,,,
124,2004,0,0,,,,,,3013021,,,,,,,,,,
124,2005,0,0,,,,,,3278575,,,,,,,,,,
124,2006,0,0,,,,,,3567626,,,,,,,,,,
124,2007,0,0,2007 TRS AV p 10,,,,,3861556,,,,,,,3665993,,,
124,2008,0,0,2009 TRS AV p 10,,,,,4119917,,,,,,,4133883,,,
124,2009,0,0,2009 TRS AV p 10,,,,,4409236,,,,,,,3554771,,,
124,2010,0,0,2011 TRS AV p 10,,,,,4779105,,,,,,,4143540,,,
124,2011,0,0,2011 TRS AV p 10,,,,,5340024,,,,,,,5074665,,,
124,2012,0,0,2013 TRS AV p 10,,7908,5216683,87175,5711872,,,,,,,5144397,,,
124,2013,0,0,2013 TRS AV p 10,Market=Actuarial,,,,6170688,,,,,,,5751101,,,
124,2014,0,0,,,,,,,,,,,,,,,,
124,2015,0,0,,,,,,,,,,,,,,,,
124,2016,0,0,,,,,,,,,,,,,,,,
125,2001,0,0,,,,,,25881500,,,,,,,,,,
125,2002,0,0,,,,,,26041700,,,,,,,,,,
125,2003,0,0,,,,,,28707800,,,,,,,,,,
125,2004,0,0,,,,,,30829900,,,,,,,,,,
125,2005,0,0,,,,,,32668000,,,,,,,,,,
125,2006,0,0,,,,,,35774700,,,,,,,,,,
125,2007,0,0,2009 WIETF AV p 50,,,,,39675100,,,,,,,80426376,,,
125,2008,0,0,2009 WIETF AV p 50,,,,,38372600,,,,,,,57475080,,,
125,2009,0,0,2009 WIETF AV p 50,,,,,39734200,,,,,,,67494904,,,
125,2010,0,0,2012 WIETF AV P 20,,,,,41139000,,,,,,,73176488,,,
125,2011,0,0,2012 WIETF AV P 20,,,,,43609400,,,,,,,71644336,,,
125,2012,0,0,2012 WIETF AV P 20,,,47818.898,4953,44055500,,,,,,,78491552,,,
125,2013,0,0,2013 WIETF AV P 50,,,,,48460500,,,,,,,,,,
125,2014,0,0,,No 2014 AV,,,,,,,,,,,,,,
125,2015,0,0,,,,,,,,,,,,,,,,
125,2016,0,0,,,,,,,,,,,,,,,,
126,2001,0,0,,,,,,,,,,,,,,,,
126,2002,0,0,,,,,,,,,,,,,,,,
126,2003,0,0,,,,,,,,,,,,,,,,
126,2004,0,0,,No FYe data,,,,,,,,,,,,,,
126,2005,0,0,p.14,No Data,,,,,,,,,,,,,,
126,2006,0,0,p. 30,No Data,,,,,,,,,,,,,,
126,2007,0,0,p. 30,No Data,,,,,,,,,,,5768482.5,,,
126,2008,0,0,2009 WRS AV p 29,No Data,,,,,,,,,,,4029895.8,,,
126,2009,0,0,2010 WRS AV p 24 - 25,,,,,2666297.8,,,,,,,4029895.8,,,
126,2010,0,0,"2012 WRS AV p 8, 25 - 27",,,,,,,,,,,,5491979,,,
126,2011,0,0,"2012 WRS AV p 8, 25 - 27",,,,,3167471.3,,,,,,,5318209,,,
126,2012,0,0,2012 WRS AV p 20,p 19,,4938390.5,286884.63,3438063.5,,,13050200,,,,5904284,,,
126,2013,0,0,,,,,,3927605.3,,,,,,,,,,
126,2014,0,0,,,,,,,,,,,,,,,,
126,2015,0,0,,,,,,,,,,,,,,,,
126,2016,0,0,,,,,,,,,,,,,,,,
127,2001,0,0,,,,,,124247.09,,,,,,,,,,
127,2002,0,0,,,,,,166073.53,,,,,,,,,,
127,2003,0,0,,,,,,201489.45,,,,,,,,,,
127,2004,0,0,,,,,,255272.66,,,,,,,,,,
127,2005,0,0,,,,,,332199.22,,,,,,,,,,
127,2006,0,0,,,,,,384512.84,,,,,,,,,,
127,2007,0,0,2008 AZ CORP  p 29,,,,,430172.38,,,,,,,1012937.6,,,
127,2008,0,0,2008 AZ CORP  p 29,,,,,504461.88,,,,,,,1141587.9,,,
127,2009,0,0,2010 AZ CORP  p 21- 22,,,,,586596,,,,,,,961016.13,,,
127,2010,0,0,2010 AZ CORP  p 21- 22,,,,,689910,,,,,,,1112789.3,,,
127,2011,0,0,2012 AZ CORP  p 20- 21,,,,,823664,,,,,,,1303797.8,,,
127,2012,0,0,2012 AZ CORP  p 20- 21,,,1966726.4,20424.52,918771,,,,,,,1286979,,,
127,2013,0,0,2012 AZ CORP  p 20- 21,,,,,1011478,,,,,,,,,,
127,2014,0,0,2014 AZ CORP p 19,,,,,1269515,,,,,,,,,,
127,2015,0,0,,,,,,,,,,,,,,,,
127,2016,0,0,,,,,,,,,,,,,,,,
128,2001,0,0,,,,,,,,,,,,,,,,
128,2002,0,0,,,,,,,,,,,,,,,,
128,2003,0,0,,,,,,,,,,,,,,,,
128,2004,0,0,,,,,,,,,,,,,,,,
128,2005,0,0,,No FYe Data,,,,,,,,,,,,,,
128,2006,0,0,2007 CT MERS AV  p 9,,,,,795621.69,,,,,,,,,,
128,2007,0,0,2007 CT MERS AV  p 9,,,,,857576.69,,,,,,,1729338.4,,,
128,2008,0,0,2012 CT MERS AV  p 25,,,,,885135.44,,,,,,,1632013.9,,,
128,2009,0,0,,,,,,,,,,,,,1348805.4,,,
128,2010,0,0,2012 CT MERS AV  p 11,,,,,975553.5,,,,,,,1479238.5,,,
128,2011,0,0,,,,,,,,,,,,,1704566.9,,,
128,2012,0,0,2012 CT MERS AV  p 11,p 11,681.298,1447442.8,51856.184,1114392.9,,,,,,,1683441.5,,,
128,2013,0,0,,,,,,,,,,,,,1941651.1,,,
128,2014,0,0,,No FYe Data,,,,,,,,,,,,,,
128,2015,0,0,,,,,,,,,,,,,,,,
128,2016,0,0,,,,,,,,,,,,,,,,
129,2001,0,0,,,,,,,,,,,,,,,,
129,2002,0,0,,,,,,808135.19,,,,,,,,,,
129,2003,0,0,,,,,,865994.19,,,,,,,,,,
129,2004,0,0,,,,,,926945.88,,,,,,,,,,
129,2005,0,0,,,,,,979915.56,,,,,,,,,,
129,2006,0,0,,,,,,1054402.1,,,,,,,,,,
129,2007,0,0,2007 MFPRSI AV p 4,,,,,1127069.8,,,,,,,1953613.4,,,
129,2008,0,0,2010 MFPRSI AV p 4,,,,,1196248.3,,,,,,,1885734,,,
129,2009,0,0,2010 MFPRSI AV p 4,,,,,1251252.5,,,,,,,1434583.8,,,
129,2010,0,0,2010 MFPRSI AV p 4,,,,,1299673.9,,,,,,,1534412.6,,,
129,2011,0,0,2013 MFPRSI AV p 4,,,,,1355182.3,,,,,,,1829405.6,,,
129,2012,0,0,2013 MFPRSI AV p 4,p 15,,765542656,33410.402,1424771.6,,,,,,,1785228.5,,,
129,2013,0,0,2013 MFPRSI AV p 4,,,,,1495686.6,,,,,,,1964266.6,,,
129,2014,0,0,2014 MFPRSI AV p 11,,,,,1514329.8,,,,,,,,,,
129,2015,0,0,,,,,,,,,,,,,,,,
129,2016,0,0,,,,,,,,,,,,,,,,
130,2001,0,0,,,,,,709418.13,,,,,,,,,,
130,2002,0,0,,,,,,804620.44,,,,,,,,,,
130,2003,0,0,,,,,,847195.5,,,,,,,,,,
130,2004,0,0,,,,,,938710.56,,,,,,,,,,
130,2005,0,0,,,,,,937847.81,,,,,,,,,,
130,2006,0,0,,,,,,991626.25,,,,,,,,,,
130,2007,0,0,2009 MPERS AV p 11,,,,,1047867.4,,,,,,,1627120.6,,,
130,2008,0,0,2009 MPERS AV p 11,,,,,1092655.1,,,,,,,1476652.5,,,
130,2009,0,0,2009 MPERS AV p 11,,,,,1124396.6,,,,,,,1084169.3,,,
130,2010,0,0,2013 MPERS AV p 35,,,,,1188534.3,,,,,,,1175083.8,,,
130,2011,0,0,2013 MPERS AV p 35,,,,,1078347,,,,,,,1440795.6,,,
130,2012,0,0,2013 MPERS AV p 35,p. 19,,1510901.1,21295.221,1131552,,,,,,,1406662,,,
130,2013,0,0,2013 MPERS AV p 35,,,,,1194437.9,,,,,,,1600532.8,,,
130,2014,0,0,2014 MPERS AV p 19,,,,,1327712.9,,,,,,,,,,
130,2015,0,0,,,,,,,,,,,,,,,,
130,2016,0,0,,,,,,,,,,,,,,,,
131,2001,0,0,,No FYe Data,,,,,,,,,,,,,,
131,2002,0,0,2003 LSERS AV p 6,,,,,899536,,,,,,,,,,
131,2003,0,0,2003 LSERS AV p 6,,,,,965793.69,,,,,,,,,,
131,2004,0,0,2004 LSERS AV p 6,,,,,1074443.4,,,,,,,,,,
131,2005,0,0,2007 LSERS AV p 7,,,,,1156755.3,,,,,,,,,,
131,2006,0,0,2006 LSERS AV p 6,,,,,1236043.4,,,,,,,,,,
131,2007,0,0,2007 LSERS AV p 9,,,,,1281011.8,,,,,,,1656629.4,,,
131,2008,0,0,2010 LSERS AV p 9,,,,,1313427.4,,,,,,,1512241.9,,,
131,2009,0,0,2010 LSERS AV p 6,,,,,1343356.3,,,,,,,1203687.8,,,
131,2010,0,0,2010 LSERS AV p 9,,,,,1409983.6,,,,,,,1285852.3,,,
131,2011,0,0,2013 LSERS AV p 10,,,,,1486130.9,,,,,,,1516634.6,,,
131,2012,0,0,2013 LSERS AV p 7,,,743121.94,32236.113,1535350.3,,,,,,,1497109.1,,,
131,2013,0,0,2013 LSERS AV p 10,Check data ),,,,1639547.5,,,,,,,1641164.9,,,
131,2014,0,0,2014 LSERS AV p 11,Retirees includes inactives,,,,1691816,,,,,,,,,,
