ppd_id,fy,EEGroupID,TierID,source_ActLiabilities,notes_ActLiabilities,PVFB_InactiveNonVested,PVFB_active,PVFB_InactiveVested,PVFB_retiree,PVFB_other,PVFB_tot,PVFNC_tot,PVFNC_EE,PVFNC_ER,PVFS,MktAssets_ActRpt,ActAssets_AVA,ActLiabilities_EAN,ActLiabilities_PUC
82,2012,0,0,2013 TRF AV p 8,P. 43,,1902689.6,69574.406,1429018.4,,,,,,,1654149.6,,,
82,2013,0,0,2013 TRF AV p 8,,,,,1551654.6,,,,,,,1839584,,,
82,2014,0,0,2014 TRF AV p 45,,,,,1661646.3,,,,,,,,,,
82,2015,0,0,,,,,,,,,,,,,,,,
82,2016,0,0,,,,,,,,,,,,,,,,
83,2001,0,0,2001 ERS-PFRS AV p 13,,,,,32055396,,,,,,,,,,
83,2002,0,0,,Data on P 11. missing pages 8 -11,,,,,,,,,,,,,,
83,2003,0,0,2003 ERS-PFRS AV p 23,,,,,37795004,,,,,,,,,,
83,2004,0,0,2004 ERS-PFRS AV p 15,,,,,43880304,,,,,,,,,,
83,2005,0,0,2005 ERS-PFRS AV p 14,,,,,45679072,,,,,,,,,,
83,2006,0,0,2006 ERS-PFRS AV p 14,,,,,48601324,,,,,,,,,,
83,2007,0,0,2007 ERS-PFRS AV p 14,,,,,54944964,,,,,,,133044448,,,
83,2008,0,0,2008 ERS-PFRS AV p 55 also p 11,,,,,54944964,,,,,,,132393848,,,
83,2009,0,0,2009 ERS-PFRS AV p 514,,,,,57419304,,,,,,,94175968,,,
83,2010,0,0,2010 ERS-PFRS AV p 518,,,,,62692348,,,,,,,113977984,,,
83,2011,0,0,2011 ERS-PFRS AV p  18,,,,,67411896,,,,,,,127100640,,,
83,2012,0,0,2012 ERS-PFRS AV p 4 also 23 p 22 PVFB_retiree,p. 17 -22 Check data p 22 PVFB_retiree,,92754496,,75210320,,,,,,,130506040,,,
83,2013,0,0,2013 ERS-PFRS AV p 23,,,,,78742688,,,,,,,139746992,,,
83,2014,0,0,,No FYe data,,,,,,,,,,,,,,
83,2015,0,0,,,,,,,,,,,,,,,,
83,2016,0,0,,,,,,,,,,,,,,,,
84,2001,0,0,2001 ERS-PFRS AV p 60,,,,,7195283.5,,,,,,,,,,
84,2002,0,0,2002 ERS-PFRS AV p 56,,,,,7732572,,,,,,,,,,
84,2003,0,0,2003 ERS-PFRS AV p 76,,,,,8304224.5,,,,,,,,,,
84,2004,0,0,2004 ERS-PFRS AV p 60,,,,,8967970,,,,,,,,,,
84,2005,0,0,2005 ERS-PFRS AV p 59,,,,,9533366,,,,,,,,,,
84,2006,0,0,2006 ERS-PFRS AV p 58,,,,,10169393,,,,,,,,,,
84,2007,0,0,2007 ERS-PFRS AV p 58,,,,,10637558,,,,,,,23488546,,,
84,2008,0,0,2008 ERS-PFRS AV p 57,,,,,11155829,,,,,,,23368402,,,
84,2009,0,0,2009 ERS-PFRS AV p 58,,,,,11588004,,,,,,,16692626,,,
84,2010,0,0,2010 ERS-PFRS AV p 61,,,,,12890683,,,,,,,20192588,,,
84,2011,0,0,2011 ERS-PFRS AV p 61,,,,,13382872,,,,,,,22353424,,,
84,2012,0,0,2012 ERS-PFRS AV p 4 also 5.  p 54 PVFB_retiree,,,16578626,,14059911,,,,,,,22888394,,,
84,2013,0,0,2013 ERS-PFRS AV  p 54 PVFB_retiree,,,,,14947973,,,,,,,24474840,,,
84,2014,0,0,,,,,,,,,,,,,,,,
84,2015,0,0,,,,,,,,,,,,,,,,
84,2016,0,0,,,,,,,,,,,,,,,,
85,2001,0,0,,,,,,,,,,,,,,,,
85,2002,0,0,,,,,,,,,,,,,,,,
85,2003,0,0,,,,,,,,,,,,,,,,
85,2004,0,0,,,,,,,,,,,,,,,,
85,2005,0,0,,,,,,,,,,,,,,,,
85,2006,0,0,,,,,,,,,,,,,,,,
85,2007,0,0,2008 OPERS AV p 23,,,,,32923000,,,,,,,70043632,,,
85,2008,0,0,2008 OPERS AV p 23,,,,,35486000,,,,,,,49388552,,,
85,2009,0,0,2009 OPERS AV p 24,,,,,38578000,,,,,,,57733760,,,
85,2010,0,0,2011 OPERS AV p 24,,,,,41716596,,,,,,,63649060,,,
85,2011,0,0,2011 OPERS AV p 24,,,,,46591172,,,,,,,61846732,,,
85,2012,0,0,2012 OPERS AV  p 24,,,41428696,5892057.5,49673268,,,,,,,67854864,,,
85,2013,0,0,,No 2013 AV.,,,,,,,,,,,,,,
85,2014,0,0,,,,,,,,,,,,,,,,
85,2015,0,0,,,,,,,,,,,,,,,,
85,2016,0,0,,,,,,,,,,,,,,,,
86,2001,0,0,2002 OPF AV p 18,,,,,5379760,,,,,,,,,,
86,2002,0,0,2003 OPF AV p 22,,,,,5705959,,,,,,,,,,
86,2003,0,0,2004 OPF AV p 15,,,,,5845886,,,,,,,,,,
86,2004,0,0,2005 OPF AV p 15,,,,,6014216,,,,,,,,,,
86,2005,0,0,2006 OPF AV p 15,,,,,6233560,,,,,,,,,,
86,2006,0,0,2007 OPF AV p 16=7,,,,,6612306,,,,,,,,,,
86,2007,0,0,2008 OPF AV p 16,,,,,6827798,,,,,,,11175790,,,
86,2008,0,0,2009 OPF AV p 13,,,,,6980499,,,,,,,11895472,,,
86,2009,0,0,2010 OPF AV p 16,,,,,7380005.5,,,,,,,9056794,,,
86,2010,0,0,2011 OPF AV p 13,,,,,7757549,,,,,,,10075500,,,
86,2011,0,0,2012 OPF AV p 1,,,,,9102153,,,,,,,9688358,,,
86,2012,0,0,2013 OPF AV p 13,p. 13. Check data. Contribution refund due not included,,11866062,18485.395,9446805,,,,,,,10602834,,,
86,2013,0,0,,No 2014 AV.,,,,,,,,,,,,,,
86,2014,0,0,,,,,,,,,,,,,,,,
86,2015,0,0,,,,,,,,,,,,,,,,
86,2016,0,0,,,,,,,,,,,,,,,,
87,2001,0,0,,,,,,4294177,,,,,,,,,,
87,2002,0,0,,,,,,4599342,,,,,,,,,,
87,2003,0,0,,,,,,4880716,,,,,,,,,,
87,2004,0,0,,,,,,5173265.5,,,,,,,,,,
87,2005,0,0,,,,,,5550872,,,,,,,,,,
87,2006,0,0,,,,,,6006232,,,,,,,,,,
87,2007,0,0,2009 SERS AV p 19,SOF figures reflect pension only. Market Value includes Health and Death fund.,,,,6413163.5,,,,,,,12097591,,,
87,2008,0,0,2009 SERS AV p 19,SOF figures reflect pension only. Market Value includes Health and Death fund.,,,,6872966.5,,,,,,,11186151,,,
87,2009,0,0,2009 SERS AV p 19,SOF figures reflect pension only. Market Value includes Health and Death fund.,,,,7273340.5,,,,,,,8510567,,,
87,2010,0,0,2011 SERS AV p 20,SOF figures reflect pension only. Market Value includes Health and Death fund.,,,,7603024,,,,,,,9396935,,,
87,2011,0,0,2011 SERS AV p 20,SOF figures reflect pension only. Market Value includes Health and Death fund.,,,,8239749.5,,,,,,,10974881,,,
87,2012,0,0,2013 SERS AV p 20,p. 18,,9977459,592650.56,8874437,,,,,,,10686769,,,
87,2013,0,0,2013 SERS AV p 20,SOF figures reflect pension only. Market Value includes Health and Death fund.,,,,9498497,,,,,,,11679663,,,
87,2014,0,0,,No 2014 AV,,,,,,,,,,,,,,
87,2015,0,0,,,,,,,,,,,,,,,,
87,2016,0,0,,,,,,,,,,,,,,,,
88,2001,0,0,,,,,,30145012,,,,,,,,,,
88,2002,0,0,,,,,,32639290,,,,,,,,,,
88,2003,0,0,,,,,,34938340,,,,,,,,,,
88,2004,0,0,2013 OHSTRS AV p 48,,,,,37870700,,,,,,,,,,
88,2005,0,0,2013 OHSTRS AV p 48,,,,,40937540,,,,,,,,,,
88,2006,0,0,2013 OHSTRS AV p 48,,,,,44219488,,,,,,,,,,
88,2007,0,0,2013 OHSTRS AV p 48,,,,,47526144,,,,,,,72935432,,,
88,2008,0,0,2013 OHSTRS AV p 48,,,,,51874104,,,,,,,66837412,,,
88,2009,0,0,2013 OHSTRS AV p 48,,,,,54909044,,,,,,,50095720,,,
88,2010,0,0,2013 OHSTRS AV p 48,,,,,57754656,,,,,,,54140412,,,
88,2011,0,0,2013 OHSTRS AV p 48,,,,,62441600,,,,,,,63116712,,,
88,2012,0,0,2012 OHSTRS AV p 12: Section II valuation results. Table A. Actuarial Valuation Summary,Def B +Combined,,,1434821,68111176,,,,,,,60693620,,,
88,2013,0,0,2012 OHSTRS AV p 18: Section II valuation results. ,,,,,68075440,,,,,,,64705984,,,
88,2014,0,0,,,,,,,,,,,,,,,,
88,2015,0,0,,,,,,,,,,,,,,,,
88,2016,0,0,,,,,,,,,,,,,,,,
89,2001,0,0,,,,,,2829230,,,,,,,,,,
89,2002,0,0,,,,,,2863370,,,,,,,,,,
89,2003,0,0,,,,,,3147567.5,,,,,,,,,,
89,2004,0,0,,,,,,3290004.5,,,,,,,,,,
89,2005,0,0,,,,,,3522772.5,,,,,,,,,,
89,2006,0,0,,,,,,4069603.5,,,,,,,,,,
89,2007,0,0,2007 OPERS AV p 16,,,,,4363689.5,,,,,,,6640477.5,,,
89,2008,0,0,2009 OPERS AV p 16,,,,,4623210.5,,,,,,,6255207.5,,,
89,2009,0,0,2009 OPERS AV p 16,,,,,4913032,,,,,,,5173538,,,
89,2010,0,0,2011 OPERS AV p 14,,,,,5252861.5,,,,,,,5774379.5,,,
89,2011,0,0,2011 OPERS AV p 14,,,,,4677760.5,,,,,,,6841002,,,
89,2012,0,0,2013 OPERS AV p 13,p. 19. Retirees includes inactives,,4695559,,4832068.5,,,,,,,6821303.5,,,
89,2013,0,0,2013 OPERS AV p 13,,,,,5032769,,,,,,,7441781.5,,,
89,2014,0,0,2014 OPERS AV p 22,,,,,5184818.5,,,,,,,,,,
89,2015,0,0,,,,,,,,,,,,,,,,
89,2016,0,0,,,,,,,,,,,,,,,,
90,2001,0,0,,,,,,5459600,,,,,,,,,,
90,2002,0,0,,,,,,5959900,,,,,,,,,,
90,2003,0,0,,,,,,5894000,,,,,,,,,,
90,2004,0,0,,,,,,6899000,,,,,,,,,,
90,2005,0,0,,,,,,7046500,,,,,,,,,,
90,2006,0,0,,,,,,7340000,,,,,,,,,,
90,2007,0,0,2007 OTRS AV p 8,,,,,7730300,,,,,,,9293000,,,
90,2008,0,0,2009 OTRS AV p 8,,,,,8919600,,,,,,,8634000,,,
90,2009,0,0,2009 OTRS AV p 8,,,,,9312400,,,,,,,7227000,,,
90,2010,0,0,2011  OTRS AV p 8,,,,,10216300,,,,,,,8352000,,,
90,2011,0,0,2011  OTRS AV p 8,,,,,9316600,,,,,,,10156000,,,
90,2012,0,0,2013  OTRS AV p 8,p. 28,,11647055,443774.03,9814200,,,,,,,10195000,,,
90,2013,0,0,2013  OTRS AV p 8,,,,,10315600,,,,,,,11810000,,,
90,2014,0,0,2014  OTRS AV p 45,,,,,10780200,,,,,,,,,,
90,2015,0,0,,,,,,,,,,,,,,,,
90,2016,0,0,,,,,,,,,,,,,,,,
91,2001,0,0,,Includes Multnomah County Fire District #10.,,,,17465900,,,,,,,,,,
91,2002,0,0,,Include Multnomah County Fire District #10.,,,,19339000,,,,,,,,,,
91,2003,0,0,2003 AV p 30,,,,,23625900,,,,,,,,,,
91,2004,0,0,2005 AV p 20,,,,,24964600,,,,,,,,,,
91,2005,0,0,,p. 20,,,,26201900,,,,,,,,,,
91,2006,0,0,p27 p 43,p.27 p 43. Includes both Tier1/Tier 2 and OPSRP,,,,27302800,,,,,,,,,,
91,2007,0,0,,p.30. Includes both Tier1/Tier 2 and OPSRP,,,,28766900,,,,,,,58945800,,,
91,2008,0,0,,p.28.  Includes both Tier1/Tier 2 and OPSRP,,,,30141600,,,,,,,62583400,,,
91,2009,0,0,,p. 34.  Includes both Tier1/Tier 2 and OPSRP,,,,32074200,,,,,,,43835100,,,
91,2010,0,0,2010 AV,p.35. Includes both Tier1/Tier 2 and OPSRP,,,,34005700,,,,,,,49618700,,,
91,2011,0,0,2011 AV,p.30.  Includes both Tier1/Tier 2 and OPSRP,,,,37016300,,,,,,,53003600,,,
91,2012,0,0,2012 ORPERS AV p 31,p. 30 p. 47. Includes both Tier1/Tier 2 and OPSRP ,,1704200,62700,36405900,,,,,,,51388800,,,
91,2013,0,0,2013 AV: p 30 Tier 1/Tier 2 Retiree PVFB; p. 47 OPSRP Retiree PVFB,Includes both Tier1/Tier 2 and OPSRP,,,,39167400,,,,,,,56117600,,,
91,2014,0,0,,,,,,,,,,,,,,,,
91,2015,0,0,,,,,,,,,,,,,,,,
91,2016,0,0,,,,,,,,,,,,,,,,
92,2001,0,0,,,,,,15755768,,,,,,,,,,
92,2002,0,0,,,,,,19875264,,,,,,,,,,
92,2003,0,0,,,,,,21963662,,,,,,,,,,
92,2004,0,0,,,,,,24337376,,,,,,,,,,
92,2005,0,0,,,,,,26954108,,,,,,,,,,
92,2006,0,0,,,,,,29117164,,,,,,,,,,
92,2007,0,0,2007 PSERS AV p 18,,,,,31603788,,,,,,,67438288,,,
92,2008,0,0,2009 PSERS AV p 19,,,,,34617952,,,,,,,62569212,,,
92,2009,0,0,2009 PSERS AV p 19,,,,,37112320,,,,,,,43100592,,,
92,2010,0,0,2011 PSERS AV p 20,,,,,40284384,,,,,,,45715304,,,
92,2011,0,0,2011 PSERS AV p 20,,,,,45648780,,,,,,,51311252,,,
92,2012,0,0,2013 PSERS AV p 18,p 16,,59970000,1232277,47511912,,,,,,,48627548,,,
92,2013,0,0,2013 PSERS AV p 18,,,,,49979444,,,,,,,49115912,,,
92,2014,0,0,2014 PSERS AV p 27,,,,,51425296,,,,,,,,,,
92,2015,0,0,,,,,,,,,,,,,,,,
92,2016,0,0,,,,,,,,,,,,,,,,
93,2001,0,0,,,,,,8684734,,,,,,,,,,
93,2002,0,0,,,,,,10129669,,,,,,,,,,
93,2003,0,0,,,,,,11296520,,,,,,,,,,
93,2004,0,0,,,,,,12779570,,,,,,,,,,
93,2005,0,0,,,,,,14000196,,,,,,,,,,
93,2006,0,0,,,,,,14474525,,,,,,,,,,
93,2007,0,0,2007 PASERV AV p 29,,,,,16255843,,,,,,,35511204,,,
93,2008,0,0,2008 PASERV AV p 29,,,,,17305972,,,,,,,22789120,,,
93,2009,0,0,2009 PASERV AV p 43,,,,,17962740,,,,,,,24654710,,,
93,2010,0,0,2010 PASERV AV p 33,,,,,18995356,,,,,,,25879380,,,
93,2011,0,0,2011 PASERV AV p 33,,,,,21222076,,,,,,,24371432,,,
93,2012,0,0,2012 PASERV AV p 34,,,27469776,,22095052,,,,,,,25386412,,,
93,2013,0,0,2013 PASERV AV p 34,,,,,23046716,,,,,,,,,,
93,2014,0,0,,No 2014 AV,,,,,,,,,,,,,,
93,2015,0,0,,,,,,,,,,,,,,,,
93,2016,0,0,,,,,,,,,,,,,,,,
94,2001,0,0,,,,,,549592.88,,,,,,,,,,
94,2002,0,0,,,,,,605227.38,,,,,,,,,,
94,2003,0,0,,,,,,659633.63,,,,,,,,,,
94,2004,0,0,,,,,,737683.5,,,,,,,,,,
94,2005,0,0,,,,,,798413.5,,,,,,,,,,
94,2006,0,0,,,,,,892122.81,,,,,,,,,,
94,2007,0,0,2007 COPERS AV p 6,,,,,964006.06,,,,,,,1930535,,,
94,2008,0,0,2009 COPERS AV p 6,,,,,1066886.4,,,,,,,1810669,,,
94,2009,0,0,2009 COPERS AV p 6,,,,,1193391.1,,,,,,,1409558,,,
94,2010,0,0,2011 COPERS AV p 6,,,,,1311929.4,,,,,,,1535174,,,
94,2011,0,0,2011 COPERS AV p 6,,,,,1431877.4,,,,,,,1824207,,,
94,2012,0,0,2013 COPERS AV p 9,p. 18,,1892447.6,37543.512,1525151.9,,,,,,,1795700,,,
94,2013,0,0,2013 COPERS AV p 9,,,,,1603010,,,,,,,1965600,,,
94,2014,0,0,,No 2014 AV,,,,,,,,,,,,,,
94,2015,0,0,,,,,,,,,,,,,,,,
94,2016,0,0,,,,,,,,,,,,,,,,
95,2001,0,0,2001 AV p.16-17,,,,,3739418.3,,,,,,,,,,
95,2002,0,0,p.16-17,,,,,4102140.8,,,,,,,,,,
95,2003,0,0,p.16-17,,,,,4461281.5,,,,,,,,,,
95,2004,0,0,p 19- 20,June 30 Valuation,,,,4461281.5,,,,,,,,,,
95,2005,0,0,p.17-18,,,,,5419811.5,,,,,,,,,,
95,2006,0,0,p. 16- 17,after Assumption changes,,,,5930487.5,,,,,,,,,,
95,2007,0,0,p. 17- 18,,,,,6276856.5,,,,,,,,,,
95,2008,0,0,p 19-20,,,,,6673089.5,,,,,,,,,,
95,2009,0,0,p. 18- 19,Reflecting Article 16,,,,3018178.5,,,,,,,,,,
95,2010,0,0,p. 20-21,after Assumption changes,,,,8774118,,,,,,,,,,
95,2011,0,0,p. 20-21,,,,,7234454.5,,,,,,,,,,
95,2012,0,0,p. 18-19,State and Teacher Combined,,4500317.5,189875.66,7310646.5,,,,,,,,,,
95,2013,0,0,2013 ERSRI AV p  18- 19,State and Teacher Combined,,,,7359837,,,,,,,5757346,,,
95,2014,0,0,2014 ERSRI AV p  17 -18,State and Teacher Combined,,,,7306123,,,,,,,,,,
95,2015,0,0,,,,,,,,,,,,,,,,
95,2016,0,0,,,,,,,,,,,,,,,,
96,2001,0,0,,,,,,,,,,,,,,,,
96,2002,0,0,,,,,,,,,,,,,,,,
96,2003,0,0,,,,,,,,,,,,,,,,
96,2004,0,0,,,,,,,,,,,,,,,,
96,2005,0,0,,,,,,,,,,,,,,,,
96,2006,0,0,,,,,,,,,,,,,,,,
96,2007,0,0,2007 MERS AV p 26,,,,,,,,,,,,1189888.9,,,
96,2008,0,0,2008 MERS AV p 35,,,,,,,,,,,,1119041.1,,,
96,2009,0,0,2009 MERS AV p 34,,,,,,,,,,,,892167.81,,,
96,2010,0,0,2010 MERS AV p 34,,,,,,,,,,,,1000481.1,,,
96,2011,0,0,2011 MERS AV p 37,,,,,,,,,,,,1169954.4,,,
96,2012,0,0,2012 MERS AV p 36,can't find data,,,,,,,,,,,1165407.5,,,
96,2013,0,0,2013 MERS AV p 36,,,,,,,,,,,,1251390.9,,,
96,2014,0,0,,,,,,,,,,,,,,,,
96,2015,0,0,,,,,,,,,,,,,,,,
96,2016,0,0,,,,,,,,,,,,,,,,
97,2001,0,0,,,,,,1549360.9,,,,,,,,,,
97,2002,0,0,,,,,,2046484.6,,,,,,,,,,
97,2003,0,0,,,,,,2552755,,,,,,,,,,
97,2004,0,0,,,,,,2890576,,,,,,,,,,
97,2005,0,0,,,,,,3315888,,,,,,,,,,
97,2006,0,0,,,,,,3679444,,,,,,,,,,
97,2007,0,0,2007 SDCERA AV p 36,,,,,3924551,,,,,,,8444505,,,
97,2008,0,0,2009 SDCERA AV p 37,,,,,4260025,,,,,,,8408016,,,
97,2009,0,0,2009 SDCERA AV p 37,,,,,4616573,,,,,,,6191953.5,,,
97,2010,0,0,2011 SDCERA AV p 39,,,,,5133785,,,,,,,6878165,,,
97,2011,0,0,2011 SDCERA AV p 39,,,,,5494076,,,,,,,8182869,,,
97,2012,0,0,2013 SDCERA AV p 48,p. 43,,6597464,356264,6010596,,,,,,,8520503,,,
97,2013,0,0,2013 SDCERA AV p 48,,,,,6577083,,,,,,,9064194,,,
97,2014,0,0,2014 SDCERA AV p 55,,,,,6885584,,,,,,,,,,
97,2015,0,0,,,,,,,,,,,,,,,,
97,2016,0,0,,,,,,,,,,,,,,,,
98,2001,0,0,2002 SFERS AV p 20,,,,,3817263,,,,,,,,,,
98,2002,0,0,2003 SFERS AV p 61,,,,,4132245,,,,,,,,,,
98,2003,0,0,2004 SFERS AV p 60,,,,,4870727,,,,,,,,,,
98,2004,0,0,2005 SFERS AV p 63,,,,,5351650,,,,,,,,,,
98,2005,0,0,2005 SFERS AV p 65,,,,,6512298,,,,,,,,,,
98,2006,0,0,2007 SFERS AV p 65 p 21,"Inactive retirees, vested terms and reciprocal members",,,,7076895,,,,,,,,,,
98,2007,0,0,2007 SFERS AV p 19,,,,,7423580,,,,,,,16952044,,,
98,2008,0,0,2008 SFERS AV p 19,,,,,8013456,,,,,,,15833303,,,
98,2009,0,0,2009 SFERS AV p 17,,,,,8720050,,,,,,,11924479,,,
98,2010,0,0,2011 SFERS AV p 18,,,,,9761070,,,,,,,13136786,,,
98,2011,0,0,2011 SFERS AV p 18,,,,,10615852,,,,,,,15598840,,,
98,2012,0,0,2013 SFERS AV p 32,Actives include active drop ,,11750765,395892,11878160,,,,,,,15293724,,,
98,2013,0,0,2013 SFERS AV p 20 p 32,,,,,11261886,,,,,,,17011544,,,
98,2014,0,0,,No FYe Data,,,,,,,,,,,,,,
98,2015,0,0,,,,,,,,,,,,,,,,
98,2016,0,0,,,,,,,,,,,,,,,,
99,2001,0,0,,,,,,977769,,,,,,,,,,
99,2002,0,0,,,,,,1136998,,,,,,,,,,
99,2003,0,0,,,,,,1265173,,,,,,,,,,
99,2004,0,0,,,,,,1415627,,,,,,,,,,
99,2005,0,0,,,,,,1530199,,,,,,,,,,
99,2006,0,0,,,,,,1668449,,,,,,,,,,
99,2007,0,0,2007 SCPORS AV p 9,,,,,1818914,,,,,,,3245480,,,
99,2008,0,0,2009 SCPORS AV p 5,,,,,2183645,,,,,,,3138551,,,
99,2009,0,0,2009 SCPORS AV p 5,,,,,2348685,,,,,,,2483581,,,
99,2010,0,0,2011 SCPORS AV p 7,,,,,2577772,,,,,,,2851474,,,
99,2011,0,0,2011 SCPORS AV p 7,,,,,2784144,,,,,,,3317533,,,
99,2012,0,0,2013 SCPORS AV p 7,p. 22,,3202568,123531,3118016,,,,,,,3269990,,,
99,2013,0,0,2013 SCPORS AV p 7,,,,,3385496,,,,,,,3526448,,,
99,2014,0,0,,No 2014 AV,,,,,,,,,,,,,,
99,2015,0,0,,,,,,,,,,,,,,,,
99,2016,0,0,,,,,,,,,,,,,,,,
100,2001,0,0,,,,,,10367913,,,,,,,,,,
100,2002,0,0,,,,,,11600395,,,,,,,,,,
100,2003,0,0,,,,,,13240368,,,,,,,,,,
100,2004,0,0,,,,,,14184765,,,,,,,,,,
100,2005,0,0,,,,,,16891954,,,,,,,,,,
100,2006,0,0,,,,,,17800254,,,,,,,,,,
100,2007,0,0,2007 SCRS AV p 10,,,,,19084672,,,,,,,24412196,,,
100,2008,0,0,2009 SCRS AV p 5,,,,,20624862,,,,,,,23124394,,,
100,2009,0,0,2009 SCRS AV p 5,,,,,21381560,,,,,,,17724414,,,
100,2010,0,0,2011 SCRS AV p 7,,,,,22585244,,,,,,,19681136,,,
100,2011,0,0,2011 SCRS AV p 7,,,,,23160658,,,,,,,22395028,,,
100,2012,0,0,2013 SCRS AV p 7,p. 22,,19751280,854321,24732406,,,,,,,21536908,,,
100,2013,0,0,2013 SCRS AV p 7,,,,,26548472,,,,,,,22791322,,,
100,2014,0,0,,No 2014 AV,,,,,,,,,,,,,,
100,2015,0,0,,,,,,,,,,,,,,,,
100,2016,0,0,,,,,,,,,,,,,,,,
101,2001,0,0,,,,,,,,,,,,,,,,
101,2002,0,0,,,,,,,,,,,,,,,,
101,2003,0,0,,,,,,,,,,,,,,,,
101,2004,0,0,,,,,,,,,,,,,,,,
101,2005,0,0,,,,,,2987636.5,,,,,,,,,,
101,2006,0,0,,,,,,3174042.5,,,,,,,,,,
101,2007,0,0,2007 SDRS AV p 4,,,,,3405374.5,,,,,,,8158168.5,,,
101,2008,0,0,2009 SDRS AV p 4,,,,,3811968.5,,,,,,,7312107.5,,,
101,2009,0,0,2009 SDRS AV p 4,,,,,4041735.8,,,,,,,5648767,,,
101,2010,0,0,2011 SDRS AV p 8,,,,,4125804.3,,,,,,,6496635,,,
101,2011,0,0,2011 SDRS AV p 8,,,,,4436638.5,,,,,,,7936269.5,,,
101,2012,0,0,2013 SDRS AV p 8,p. 18 /  24,,4764298.5,,4909919.5,,,,,,,7842524,,,
101,2013,0,0,2013 SDRS AV p 8,,,,,5199059.5,,,,,,,9085707,,,
101,2014,0,0,2014 SDRS AV p 18,,,,,5902267,,,,,,,,,,
101,2015,0,0,,,,,,,,,,,,,,,,
101,2016,0,0,,,,,,,,,,,,,,,,
102,2001,0,0,,,,,,,,,,,,,,,,
102,2002,0,0,,,,,,,,,,,,,,,,
102,2003,0,0,,,,,,,,,,,,,,,,
102,2004,0,0,,,,,,510116.91,,,,,,,,,,
102,2005,0,0,,,,,,629564.19,,,,,,,,,,
102,2006,0,0,,,,,,673850.19,,,,,,,,,,
102,2007,0,0,2008 STLPSRS p 16,,,,,739670.63,,,,,,,1068241.1,,,
102,2008,0,0,2009 STLPSRS p 16,,,,,765756.75,,,,,,,722003,,,
102,2009,0,0,2012 STLPSRS p 15,,,,,768168.25,,,,,,,861659.81,,,
102,2010,0,0,2011 STLPSRS p 15,,,,,811745.63,,,,,,,908113.75,,,
102,2011,0,0,2012 STLPSRS p 15,,,,,827678.13,,,,,,,838521.44,,,
102,2012,0,0,2013 STLPSRS p 23,p. 11. ,3964.473,464083.09,16791552,828656.56,,,,,,,896542.19,,,
102,2013,0,0,,No AV (Shifted Valuation.),,,,,,,,,,,,,,
102,2014,0,0,,,,,,,,,,,,,,,,
102,2015,0,0,,,,,,,,,,,,,,,,
102,2016,0,0,,,,,,,,,,,,,,,,
103,2001,0,0,,,,,,,,,,,,,,,,
103,2002,0,0,,,,,,,,,,,,,,,,
103,2003,0,0,,,,,,,,,,,,,,,,
103,2004,0,0,,,,,,737962.06,,,,,,,,,,
103,2005,0,0,,,,,,804580,,,,,,,,,,
103,2006,0,0,,,,,,847204.94,,,,,,,,,,
103,2007,0,0,2007 SPTRFA AV p 27,,,,,905456.5,,,,,,,1156017,,,
103,2008,0,0,2008 SPTRFA AV p 11,,,,,936297,,,,,,,1023640,,,
103,2009,0,0,2009 SPTRFA AV p 12,,,,,942405,,,,,,,773259,,,
103,2010,0,0,2010 SPTRFA AV p 8,,,,,950858,,,,,,,815300,,,
103,2011,0,0,2011 SPTRFA AV p 10,,,,,939005,,,,,,,950100,,,
103,2012,0,0,2012 SPTRFA AV p 10,p. 23,3506,630047,64410,979866,,,,,,,881900,,,
103,2013,0,0,2013 SPTRFA AV p 10,,,,,988123,,,,,,,933100,,,
103,2014,0,0,2014 SPTRFA AV p 23,,,,,1015617,,,,,,,,,,
103,2015,0,0,,,,,,,,,,,,,,,,
103,2016,0,0,,,,,,,,,,,,,,,,
104,2001,0,0,,,,,,846549.75,,,,,,,,,,
104,2002,0,0,,,,,,954931.31,,,,,,,,,,
104,2003,0,0,,,,,,1056041.6,,,,,,,,,,
104,2004,0,0,,,,,,1188704.3,,,,,,,,,,
104,2005,0,0,,,,,,1331224.6,,,,,,,,,,
104,2006,0,0,,,,,,1490845.6,,,,,,,,,,
104,2007,0,0,2007 TXCDRS AV p 17 ,,,,,1656174.5,,,,,,,16910164,,,
104,2008,0,0,2008 TXCDRS AV p 15-16,,,,,1864227.6,,,,,,,12054818,,,
104,2009,0,0,2009 TXCDRS AV p 15-16,,,,,2022642.1,,,,,,,15555540,,,
104,2010,0,0,2010 TXCDRS AV p 15 - 16,,,,,2277717,,,,,,,17729760,,,
104,2011,0,0,2011 TXCDRS AV p 17 - 19,,,,,2523950,,,,,,,17626066,,,
104,2012,0,0,2012 TXCDRS AV p 17-19,,,17753544,,2803394.5,,,2815015,,,,19885316,,,
104,2013,0,0,,NEED AV,,,,,,,,,,,,,,
104,2014,0,0,,NEED AV,,,,,,,,,,,,,,
104,2015,0,0,,,,,,,,,,,,,,,,
104,2016,0,0,,,,,,,,,,,,,,,,
105,2001,0,0,,,,,,7760767,,,,,,,,,,
105,2002,0,0,,,,,,8427092,,,,,,,,,,
105,2003,0,0,,,,,,9780141,,,,,,,,,,
105,2004,0,0,,,,,,10161944,,,,,,,,,,
105,2005,0,0,,,,,,10886034,,,,,,,,,,
105,2006,0,0,,,,,,11015791,,,,,,,,,,
