,19,5,5
36,0,0,0
1,0.4,0.6,0.75
1,0.1,0.15,0.25
1,0.1,0.15,0.25
1,0.1,0.15,0.25
1,0.4,0.4,0.4
2,0.4,0.4,0.4
3,1,1,1
