,1,1
35,0.2,0
1,0.1,0.15
1,0.1,0.15
1,0.1,0.15
1,0.15,0.15
1,0.35,0.15
1,0.2,0.2
1,0.3,0.3
1,0.2,0.2
1,0.2,0.2
1,0.35,0.35
1,0.3,0.3
1,0.2,0.2
1,0.2,0.2
1,0.2,0.2
1,1,1
