,9,9
29,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0.35
1,0,0.15
1,0,0.15
1,0,0.15
1,0,0.15
1,0,0.5
1,0,0.35
1,0,0.3
10,0,0.3
10,0,1
