,29,1
25,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0.018,0.12
1,0.02,0.12
1,0.022,0.12
1,0.032,0.12
1,0.042,0.232
1,0.052,0.12
1,0.134,0.202
1,0.216,0.284
1,0.204,0.264
1,0.528,0.498
1,0.366,0.366
1,0.236,0.236
1,0.228,0.228
1,0.22,0.22
1,0.212,0.212
1,0.204,0.204
1,0.192,0.192
1,0.18,0.18
1,0.168,0.168
1,0.168,0.168
1,0.168,0.168
1,0.168,0.168
1,0.168,0.168
1,0.168,0.168
1,0.168,0.168
1,1,1
